"Subset","Detail"
"KDIvsHFD","Tgtp1"
"KDIvsHFD","Gbp4"
"KDIvsHFD","Prdm12"
"KDIvsHFD","C1qtnf5"
"KDIvsHFD","Gm9009"
"KDIvsHFD","H3c15"
"KDIvsHFD","Gm15922"
"KDIvsHFD","Gm15169"
"KDIvsHFD","E130102H24Rik"
"KDIvsHFD","Gm15991"
"KDIvsHFD","A930033H14Rik"
"KDIvsHFD","Gm765"
"KDIvsHFD","Gm20633"
"KDIvsHFD","Igha"
"KDIvsHFD","9230116N13Rik"
"KDIvsHFD","Gm26796"
"KDIvsHFD","1500004A13Rik"
"KDIvsHFD","1700030C10Rik_ENSMUSG00000099759"
"KDIvsHFD","Pcdha11_ENSMUSG00000102206"
"KDIvsHFD","Gm37233"
"KDIvsHFD","4833412K13Rik"
"KDIvsHFD","Gm40117"
"KDIvsHFD","C79130"
"KDIvsHFD","Gm43972"
"KDIvsHFD","Gm45597"
"KDIvsHFD","Gm18329"
"KDIvsHFD","Gm49699"
"KDIvsHFD","Gm50254"
"DRvsHFD_EXvsHFD","Rpa3"
"DRvsHFD_EXvsHFD","Itgb5"
"DRvsHFD_EXvsHFD","Fmnl3"
"DRvsHFD_EXvsHFD","Pdgfrb"
"DRvsHFD_EXvsHFD","Gin1"
"DRvsHFD_EXvsHFD","Pts"
"DRvsHFD_EXvsHFD","Gna11"
"DRvsHFD_EXvsHFD","Frmd7"
"DRvsHFD_EXvsHFD","Gatad2a"
"DRvsHFD_EXvsHFD","Ahdc1"
"DRvsHFD_EXvsHFD","Rcan2"
"DRvsHFD_EXvsHFD","Tmie"
"DRvsHFD_EXvsHFD","2810407A14Rik"
"DRvsHFD_EXvsHFD","Gtf2i"
"DRvsHFD_EXvsHFD","4430402I18Rik"
"DRvsHFD_EXvsHFD","Dynlt1f"
"DRvsHFD_EXvsHFD","Gm43127"
"DRvsHFD_EXvsHFD","Gm42727"
"DRvsHFD_EXvsHFD","Gm40723"
"EXvsHFD","Gpr107"
"EXvsHFD","S100a4"
"EXvsHFD","Kctd10"
"EXvsHFD","Itga3"
"EXvsHFD","Ifrd1"
"EXvsHFD","Slc9a3r2"
"EXvsHFD","Ddx23"
"EXvsHFD","Supt5"
"EXvsHFD","Map3k11"
"EXvsHFD","Ndrg1"
"EXvsHFD","Mprip"
"EXvsHFD","Ddx39"
"EXvsHFD","Iglon5"
"EXvsHFD","Dedd"
"EXvsHFD","Rbsn"
"EXvsHFD","Rnd3"
"EXvsHFD","Plxdc1"
"EXvsHFD","Etv4"
"EXvsHFD","Ints2"
"EXvsHFD","Pip4k2b"
"EXvsHFD","Lsp1"
"EXvsHFD","Hars2"
"EXvsHFD","Tlcd1"
"EXvsHFD","Rgs17"
"EXvsHFD","Arfgef3"
"EXvsHFD","Rspo3"
"EXvsHFD","Tbk1"
"EXvsHFD","Wif1"
"EXvsHFD","Aebp1"
"EXvsHFD","Galnt10"
"EXvsHFD","Rsad2"
"EXvsHFD","Srp68"
"EXvsHFD","Nxn"
"EXvsHFD","Galnt16"
"EXvsHFD","Ppp1r13b"
"EXvsHFD","Fancc"
"EXvsHFD","Nkd2"
"EXvsHFD","Plpp1"
"EXvsHFD","Samd4"
"EXvsHFD","Scara5"
"EXvsHFD","Ankrd33b"
"EXvsHFD","Osr2"
"EXvsHFD","Dscc1"
"EXvsHFD","Col2a1"
"EXvsHFD","Nit2"
"EXvsHFD","P2rx6"
"EXvsHFD","Tnk2"
"EXvsHFD","Rcan1"
"EXvsHFD","Tmbim6"
"EXvsHFD","Kcnk5"
"EXvsHFD","Ptk7"
"EXvsHFD","Adamts10"
"EXvsHFD","Scgb1a1"
"EXvsHFD","Rtn3"
"EXvsHFD","Tjp2"
"EXvsHFD","Plce1"
"EXvsHFD","Rabgef1"
"EXvsHFD","Cd151"
"EXvsHFD","Rassf3"
"EXvsHFD","Mettl21a"
"EXvsHFD","Plekhb2"
"EXvsHFD","B3gat2"
"EXvsHFD","Steap3"
"EXvsHFD","Uck2"
"EXvsHFD","Axdnd1"
"EXvsHFD","Myoc"
"EXvsHFD","Fam129b"
"EXvsHFD","Dnm1"
"EXvsHFD","Camsap1"
"EXvsHFD","Fbln7"
"EXvsHFD","Ndrg3"
"EXvsHFD","Ctnnbl1"
"EXvsHFD","1700013F07Rik"
"EXvsHFD","Khdc4"
"EXvsHFD","Ecm1"
"EXvsHFD","Col15a1"
"EXvsHFD","Tln1"
"EXvsHFD","Glipr2"
"EXvsHFD","Artn"
"EXvsHFD","Cdkn2c"
"EXvsHFD","Podn"
"EXvsHFD","Lrp8"
"EXvsHFD","Ctps"
"EXvsHFD","Rspo1"
"EXvsHFD","Nub1"
"EXvsHFD","Slc4a2"
"EXvsHFD","Ccnl2"
"EXvsHFD","Prom1"
"EXvsHFD","Add1"
"EXvsHFD","Evc"
"EXvsHFD","Stk32b"
"EXvsHFD","Pi4k2b"
"EXvsHFD","Guf1"
"EXvsHFD","Brap"
"EXvsHFD","Rbm19"
"EXvsHFD","Oas1b"
"EXvsHFD","Gm20605"
"EXvsHFD","Adcyap1r1"
"EXvsHFD","Slc23a4"
"EXvsHFD","Gxylt2"
"EXvsHFD","A2m"
"EXvsHFD","Gabarapl1"
"EXvsHFD","Caprin2"
"EXvsHFD","Tead4"
"EXvsHFD","Mtmr10"
"EXvsHFD","Lrrc28"
"EXvsHFD","Ppme1"
"EXvsHFD","Fgfr2"
"EXvsHFD","Gpc4"
"EXvsHFD","Plpp5"
"EXvsHFD","Mmp2"
"EXvsHFD","Amfr"
"EXvsHFD","Snx19"
"EXvsHFD","Dcun1d5"
"EXvsHFD","Thy1"
"EXvsHFD","Apeh"
"EXvsHFD","Amigo3"
"EXvsHFD","Uba7"
"EXvsHFD","Crebl2"
"EXvsHFD","Malt1"
"EXvsHFD","Triobp"
"EXvsHFD","Specc1l"
"EXvsHFD","Casp4"
"EXvsHFD","Lyl1"
"EXvsHFD","Nek9"
"EXvsHFD","Tmem132c"
"EXvsHFD","Ssh3"
"EXvsHFD","Fam171a2"
"EXvsHFD","Tbxa2r"
"EXvsHFD","Abi3bp"
"EXvsHFD","Gdpd5"
"EXvsHFD","Usp35"
"EXvsHFD","Tmem161b"
"EXvsHFD","Lum"
"EXvsHFD","Oxsr1"
"EXvsHFD","Spred3"
"EXvsHFD","Spon2"
"EXvsHFD","Endod1"
"EXvsHFD","Depdc5"
"EXvsHFD","Gnpnat1"
"EXvsHFD","Ppp1r16b"
"EXvsHFD","Rnf144b"
"EXvsHFD","5033430I15Rik"
"EXvsHFD","Hoxa11"
"EXvsHFD","Tlcd2"
"EXvsHFD","Ankrd35"
"EXvsHFD","Mpp6"
"EXvsHFD","Gpr162"
"EXvsHFD","Otud7b"
"EXvsHFD","Slc19a3"
"EXvsHFD","Itpkb"
"EXvsHFD","Nipal2"
"EXvsHFD","Rccd1"
"EXvsHFD","Tspyl5"
"EXvsHFD","Gpatch2"
"EXvsHFD","Igfbp2"
"EXvsHFD","Zfand1"
"EXvsHFD","Armh3"
"EXvsHFD","Accs"
"EXvsHFD","Etfrf1"
"EXvsHFD","Szrd1"
"EXvsHFD","Ramp3"
"EXvsHFD","Slc7a1"
"EXvsHFD","Meis3"
"EXvsHFD","Sox5"
"EXvsHFD","Cdc42ep4"
"EXvsHFD","Gucy1a2"
"EXvsHFD","Slc35f2"
"EXvsHFD","Golga7b"
"EXvsHFD","Gpr153"
"EXvsHFD","Snai1"
"EXvsHFD","Ptpn11"
"EXvsHFD","Prr33"
"EXvsHFD","2900005J15Rik"
"EXvsHFD","Ccdc84"
"EXvsHFD","Dok7"
"EXvsHFD","Lca5l"
"EXvsHFD","Dbx2"
"EXvsHFD","Pilra"
"EXvsHFD","Unc119b"
"EXvsHFD","Slc39a3"
"EXvsHFD","Abhd17b"
"EXvsHFD","Tigd4"
"EXvsHFD","Rell1"
"EXvsHFD","Stbd1"
"EXvsHFD","Hmgb4"
"EXvsHFD","Vstm2a"
"EXvsHFD","Ndnf"
"EXvsHFD","Fam161a"
"EXvsHFD","Lpar4"
"EXvsHFD","Glt1d1"
"EXvsHFD","Tcf19"
"EXvsHFD","AU021092"
"EXvsHFD","Arf3"
"EXvsHFD","Mtcl1"
"EXvsHFD","Cpne8"
"EXvsHFD","Sh2d6"
"EXvsHFD","Nrk"
"EXvsHFD","Creb5"
"EXvsHFD","E330013P04Rik"
"EXvsHFD","Adamts19"
"EXvsHFD","Lipg"
"EXvsHFD","Cthrc1"
"EXvsHFD","2900041M22Rik"
"EXvsHFD","Zfp101"
"EXvsHFD","Eif3b"
"EXvsHFD","Trnp1"
"EXvsHFD","Zfp809"
"EXvsHFD","Mettl7a3"
"EXvsHFD","Capn11"
"EXvsHFD","Lin9"
"EXvsHFD","Kcp"
"EXvsHFD","Nap1l4"
"EXvsHFD","R74862"
"EXvsHFD","Pyroxd2"
"EXvsHFD","Tnfrsf19"
"EXvsHFD","Mppe1"
"EXvsHFD","Kcnc3"
"EXvsHFD","Pstk"
"EXvsHFD","Nlgn1"
"EXvsHFD","Jchain"
"EXvsHFD","Xlr4b"
"EXvsHFD","Gm4925"
"EXvsHFD","Septin5"
"EXvsHFD","Gpr27"
"EXvsHFD","Pramel4"
"EXvsHFD","Trim30e-ps1"
"EXvsHFD","4930513N10Rik"
"EXvsHFD","AI429214"
"EXvsHFD","Foxs1"
"EXvsHFD","Nxpe3"
"EXvsHFD","1700001L05Rik"
"EXvsHFD","Igkc"
"EXvsHFD","Iglc2"
"EXvsHFD","Gm14776"
"EXvsHFD","5031425F14Rik"
"EXvsHFD","Mir22hg"
"EXvsHFD","Snhg15"
"EXvsHFD","D330050G23Rik"
"EXvsHFD","C230034O21Rik"
"EXvsHFD","4932702P03Rik"
"EXvsHFD","Srpx"
"EXvsHFD","Cdr1"
"EXvsHFD","Myocos"
"EXvsHFD","Hspa1a"
"EXvsHFD","Rpph1"
"EXvsHFD","4731419I09Rik"
"EXvsHFD","1110020A21Rik"
"EXvsHFD","1700086O06Rik"
"EXvsHFD","Rian"
"EXvsHFD","Gm10687"
"EXvsHFD","Gm27030"
"EXvsHFD","1700018L02Rik"
"EXvsHFD","Gm15459"
"EXvsHFD","Gm36958"
"EXvsHFD","C130012C08Rik"
"EXvsHFD","Gm42699"
"EXvsHFD","9130604C24Rik"
"EXvsHFD","A230001M10Rik"
"EXvsHFD","Gm20559"
"EXvsHFD","Gm43761"
"EXvsHFD","AI839979"
"EXvsHFD","Gm43951"
"EXvsHFD","1810059H22Rik"
"EXvsHFD","Gm45094"
"EXvsHFD","Gm45546"
"EXvsHFD","Flt3l"
"EXvsHFD","9930024M15Rik"
"EXvsHFD","Gm31410"
"EXvsHFD","Gm49759"
"EXvsHFD","5033425B01Rik"
"EXvsHFD","Gm8162"
"EXvsHFD","Gm48181"
"EXvsHFD","Gm32255"
"EXvsHFD","Gm47357"
"EXvsHFD","Gm47486"
"EXvsHFD","Gm10432"
"EXvsHFD","Gm47123"
"EXvsHFD","Gm48799"
"EXvsHFD","Gm49601"
"EXvsHFD","9030025P20Rik"
"EXvsHFD","Snhg4_ENSMUSG00000117869"
"EXvsHFD","Gm31356"
"DRvsHFD","Scmh1"
"DRvsHFD","Tfe3"
"DRvsHFD","B9d1"
"DRvsHFD","Myg1"
"DRvsHFD","Rarg"
"DRvsHFD","Rrp15"
"DRvsHFD","Cd3g"
"DRvsHFD","Abcf3"
"DRvsHFD","Gcdh"
"DRvsHFD","Atn1"
"DRvsHFD","Rsl1d1"
"DRvsHFD","Osgep"
"DRvsHFD","Zfp184"
"DRvsHFD","Arid1a"
"DRvsHFD","Htr3b"
"DRvsHFD","Hdac5"
"DRvsHFD","Rps25"
"DRvsHFD","Mogat1"
"DRvsHFD","Retn"
"DRvsHFD","Dguok"
"DRvsHFD","Msh3"
"DRvsHFD","Ptgds"
"DRvsHFD","Lage3"
"DRvsHFD","Lama5"
"DRvsHFD","Psma2"
"DRvsHFD","Hsd11b1"
"DRvsHFD","E2f3"
"DRvsHFD","Mrps18c"
"DRvsHFD","Dhx58"
"DRvsHFD","Spag7"
"DRvsHFD","Slc35e1"
"DRvsHFD","Snrpf"
"DRvsHFD","Unc5b"
"DRvsHFD","Ap3d1"
"DRvsHFD","Slc36a1"
"DRvsHFD","Wdpcp"
"DRvsHFD","Tnip1"
"DRvsHFD","Tmem94"
"DRvsHFD","Pld2"
"DRvsHFD","0610010K14Rik"
"DRvsHFD","Ccdc103"
"DRvsHFD","Dhrs7"
"DRvsHFD","Dcaf4"
"DRvsHFD","Traf3"
"DRvsHFD","Gcnt2"
"DRvsHFD","Eci3"
"DRvsHFD","Rpp40"
"DRvsHFD","Tkt"
"DRvsHFD","Psme1"
"DRvsHFD","Tars"
"DRvsHFD","Eif3h"
"DRvsHFD","Eny2"
"DRvsHFD","Wdr53"
"DRvsHFD","Ccdc14"
"DRvsHFD","App"
"DRvsHFD","Itsn1"
"DRvsHFD","Sod1"
"DRvsHFD","Nckap5l"
"DRvsHFD","Slc11a2"
"DRvsHFD","Noct"
"DRvsHFD","Mpc1"
"DRvsHFD","Tnfrsf21"
"DRvsHFD","Foxp4"
"DRvsHFD","Ndufv2"
"DRvsHFD","Nme4"
"DRvsHFD","Psmb8"
"DRvsHFD","Mrpl27"
"DRvsHFD","Nedd4l"
"DRvsHFD","Fasn"
"DRvsHFD","Pi4k2a"
"DRvsHFD","Hsd17b10"
"DRvsHFD","Irf7"
"DRvsHFD","Gaa"
"DRvsHFD","Cops5"
"DRvsHFD","Ecel1"
"DRvsHFD","Cdk18"
"DRvsHFD","Nme7"
"DRvsHFD","Lrsam1"
"DRvsHFD","Tor1a"
"DRvsHFD","Nmi"
"DRvsHFD","Dph7"
"DRvsHFD","Prnd"
"DRvsHFD","Mrps5"
"DRvsHFD","Nphp1"
"DRvsHFD","Acoxl"
"DRvsHFD","Acss2"
"DRvsHFD","Arhgef2"
"DRvsHFD","Adh5"
"DRvsHFD","Gbp3"
"DRvsHFD","Gtf2b"
"DRvsHFD","Slc6a9"
"DRvsHFD","Czib"
"DRvsHFD","Magoh"
"DRvsHFD","Plk3"
"DRvsHFD","Eif2b3"
"DRvsHFD","Eif4g3"
"DRvsHFD","Hspg2"
"DRvsHFD","Map7d1"
"DRvsHFD","Fgr"
"DRvsHFD","Fbxo42"
"DRvsHFD","Abcb9"
"DRvsHFD","Ulk1"
"DRvsHFD","Wipi2"
"DRvsHFD","Zkscan14"
"DRvsHFD","Gstk1"
"DRvsHFD","Cnbp"
"DRvsHFD","Usp18"
"DRvsHFD","Plxnd1"
"DRvsHFD","Clec4e"
"DRvsHFD","Olr1"
"DRvsHFD","Magohb"
"DRvsHFD","Mark4"
"DRvsHFD","Ndufc2"
"DRvsHFD","Coq7"
"DRvsHFD","Cyp2r1"
"DRvsHFD","Ndufb11"
"DRvsHFD","Glrx3"
"DRvsHFD","Igbp1"
"DRvsHFD","Rps4x"
"DRvsHFD","Abcd1"
"DRvsHFD","Naa10"
"DRvsHFD","Dctn6"
"DRvsHFD","Vegfc"
"DRvsHFD","Setd6"
"DRvsHFD","Zfp330"
"DRvsHFD","Gnao1"
"DRvsHFD","Mphosph6"
"DRvsHFD","Dus2"
"DRvsHFD","Kars"
"DRvsHFD","Nectin1"
"DRvsHFD","Dcps"
"DRvsHFD","Zpr1"
"DRvsHFD","Cd3d"
"DRvsHFD","C2cd2l"
"DRvsHFD","1700017B05Rik"
"DRvsHFD","Csk"
"DRvsHFD","2300009A05Rik"
"DRvsHFD","Inppl1"
"DRvsHFD","Pdxk"
"DRvsHFD","Smap2"
"DRvsHFD","Gm7879"
"DRvsHFD","Frrs1"
"DRvsHFD","Vav3"
"DRvsHFD","Mrps10"
"DRvsHFD","Pip5k1c"
"DRvsHFD","Zbtb7a"
"DRvsHFD","Gramd4"
"DRvsHFD","Zscan12"
"DRvsHFD","Ttc7"
"DRvsHFD","Bcorl1"
"DRvsHFD","Wnt8b"
"DRvsHFD","Rab11fip3"
"DRvsHFD","Setd7"
"DRvsHFD","Larp1"
"DRvsHFD","Best1"
"DRvsHFD","Mrpl47"
"DRvsHFD","Zdhhc18"
"DRvsHFD","Mrpl23"
"DRvsHFD","Scarb1"
"DRvsHFD","Rara"
"DRvsHFD","Ncapd2"
"DRvsHFD","Camp"
"DRvsHFD","Trp53inp2"
"DRvsHFD","Mllt6"
"DRvsHFD","Baiap2l1"
"DRvsHFD","Lmtk2"
"DRvsHFD","Ppp1r10"
"DRvsHFD","Pex2"
"DRvsHFD","Gm11992"
"DRvsHFD","Pde9a"
"DRvsHFD","Zmiz2"
"DRvsHFD","Rusc1"
"DRvsHFD","Syt15"
"DRvsHFD","Prelp"
"DRvsHFD","Stk40"
"DRvsHFD","Oscp1"
"DRvsHFD","Mcts2"
"DRvsHFD","Ptgir"
"DRvsHFD","S100a1"
"DRvsHFD","Lsm8"
"DRvsHFD","Aplnr"
"DRvsHFD","Acp1"
"DRvsHFD","Fzd5"
"DRvsHFD","Megf8"
"DRvsHFD","Ccdc9b"
"DRvsHFD","Cradd"
"DRvsHFD","Slc25a51"
"DRvsHFD","Rprml"
"DRvsHFD","Gm5424"
"DRvsHFD","Bst2"
"DRvsHFD","Tefm"
"DRvsHFD","Pcdhb13"
"DRvsHFD","Wbp1l"
"DRvsHFD","Mcat"
"DRvsHFD","Vps37c"
"DRvsHFD","Zfp710"
"DRvsHFD","Gja8"
"DRvsHFD","F2rl3"
"DRvsHFD","Ubqln2"
"DRvsHFD","Pcdh1"
"DRvsHFD","Coa6"
"DRvsHFD","Mettl5"
"DRvsHFD","E230016K23Rik"
"DRvsHFD","Pfdn4"
"DRvsHFD","3110082I17Rik"
"DRvsHFD","Grwd1"
"DRvsHFD","Gm9923"
"DRvsHFD","Slc8a1"
"DRvsHFD","Klhl18"
"DRvsHFD","Nfic"
"DRvsHFD","Sugct"
"DRvsHFD","Zcchc24"
"DRvsHFD","Fut2"
"DRvsHFD","Myh1"
"DRvsHFD","Immp2l"
"DRvsHFD","Bbof1"
"DRvsHFD","Sez6l"
"DRvsHFD","Upf1"
"DRvsHFD","Zfp85"
"DRvsHFD","Txndc9"
"DRvsHFD","9630013D21Rik"
"DRvsHFD","H4c1"
"DRvsHFD","Atp8b2"
"DRvsHFD","Mrps9"
"DRvsHFD","Ppp4r1"
"DRvsHFD","Nol7"
"DRvsHFD","Prpf38a"
"DRvsHFD","Chd4"
"DRvsHFD","Srrm4"
"DRvsHFD","Paqr9"
"DRvsHFD","Chil1"
"DRvsHFD","Dhrs3"
"DRvsHFD","Cdc26"
"DRvsHFD","Trp53i11"
"DRvsHFD","Mfhas1"
"DRvsHFD","Tmem132b"
"DRvsHFD","Rabepk"
"DRvsHFD","Ptrh2"
"DRvsHFD","Cep170b"
"DRvsHFD","Serpina1e"
"DRvsHFD","Gm10433"
"DRvsHFD","C4b"
"DRvsHFD","Rbm15b"
"DRvsHFD","Gm4149"
"DRvsHFD","Mrpl23-ps1"
"DRvsHFD","Ddi2"
"DRvsHFD","Casc3"
"DRvsHFD","Dpm1"
"DRvsHFD","Tm4sf19"
"DRvsHFD","Gm13498"
"DRvsHFD","Gm7803"
"DRvsHFD","Gm6136"
"DRvsHFD","5430402O13Rik"
"DRvsHFD","Arhgap27os3"
"DRvsHFD","Rad51ap2"
"DRvsHFD","Gm16124"
"DRvsHFD","AV099323"
"DRvsHFD","Gm15501"
"DRvsHFD","Cbx6"
"DRvsHFD","Tmsb15b1"
"DRvsHFD","Gm454"
"DRvsHFD","Gm17110"
"DRvsHFD","Cox16"
"DRvsHFD","Peg10"
"DRvsHFD","Gm45351"
"DRvsHFD","Hmgb1-ps7"
"DRvsHFD","Gm15921"
"DRvsHFD","Cphx3"
"DRvsHFD","Gm26581"
"DRvsHFD","1500026H17Rik"
"DRvsHFD","Gm19585"
"DRvsHFD","Gm28177"
"DRvsHFD","Gm37744"
"DRvsHFD","Pcdha8"
"DRvsHFD","Gm38368"
"DRvsHFD","Gm42898"
"DRvsHFD","Gm43839"
"DRvsHFD","Gm43815"
"DRvsHFD","4930512J16Rik"
"DRvsHFD","Gm10209"
"DRvsHFD","Gm44510"
"DRvsHFD","Samd4b"
"DRvsHFD","5430421F17Rik"
"DRvsHFD","Gm49694"
"DRvsHFD","Gm50241"
