"Gene","log2FoldChange","pvalue","padj"
"Fap",-0.436338645410451,0.00129742176032295,0.36092543476504
"Dnmt3l",-1.85435434804319,0.00562151817061519,0.57100995386719
"Ykt6",-0.125887652530355,0.0010687915239975,0.343978253301097
"Grk5",-0.416977580122403,0.00765187820582049,0.623750023313383
"Matk",-0.819227173945056,0.00133836425897846,0.362644570121124
"Spo11",-2.83683958661585,0.00435736528567173,0.518965214650428
"Susd2",-0.621617404817024,0.00904116348718546,0.657423676204443
"Ctsd",-0.464744828309725,0.00787497804972141,0.623750023313383
"Elavl2",0.738818782573916,0.00126006120537951,0.36092543476504
"Ccl8",-2.10893403302892,0.00194727616616843,0.398313430695473
"Bnip2",-0.142826838060438,0.00588306143720121,0.57100995386719
"Kif11",-0.843504357982272,0.00894386228593409,0.657423676204443
"Gata3",0.887388049587445,0.00564918661183371,0.57100995386719
"Ada",-0.825784296079996,0.0039853685346257,0.497371620399954
"Cd68",-0.945724441672932,0.00310953345836166,0.486704289933795
"Ccl9",-1.01630948215623,0.00260505665289213,0.445507393491324
"Rab32",-0.407643831408042,0.00177673232312611,0.382162300924774
"Cabcoco1",1.22422861146815,0.00207184622935955,0.4156442281669
"Dock2",-0.87825746741255,0.00973108484997476,0.674516127275327
"Pfkl",-0.424920608722775,0.00543805453014369,0.570458720441166
"Shc2",-0.546096606941617,0.00172449606546772,0.377616407302121
"Hmmr",-1.43104349214787,0.00631511515811084,0.584564554816702
"Pimreg",-1.38729932891598,0.00825841954547919,0.635806883383313
"Serpina3n",-0.748110132597328,8.81694973893173e-06,0.011497302459567
"Rab3c",0.802779270564394,0.00286924243531933,0.472147325992803
"Slc4a7",-0.582059483992583,0.00571104670005299,0.57100995386719
"Nefl",0.628939660078784,0.00722729799477723,0.610487228190413
"Adamdec1",0.710746732082235,0.00312588069646897,0.486704289933795
"Dok2",-0.657437691445247,0.00225116961032514,0.426985479543853
"Cpne6",2.05848141920398,0.000862000011397816,0.30342721892651
"Sdf2l1",-0.687944643846225,0.000411415195748018,0.201930361491003
"Galnt14",3.34816538676387,0.00425652488596892,NA
"Tapbp",-0.272532384808844,0.00237641148944577,0.442691511748184
"Mal2",-1.11107781444077,0.00664522200903885,0.591413418045353
"Slc15a3",-0.950404387582638,0.00782326732792866,0.623750023313383
"Gusb",-0.382994514676062,0.00895425811497444,0.657423676204443
"Col5a2",-0.435049488883574,0.00861843534743466,0.644498333651888
"Slc9a4",-1.20138754059608,0.00188700525582712,0.397681592500777
"Rgs1",-1.83360451743188,0.00363657356351514,0.496524174657044
"Cnih3",0.503515169375233,0.00968851079511848,0.674516127275327
"Snap25",0.565241266498489,0.00381482168265832,0.496524174657044
"E2f1",-0.624689285994692,0.0047943541341316,0.546608768603944
"Dclk1",-0.762365080526009,0.00216926274309232,0.419069424739613
"Cd2",-1.15533612449157,0.00635032872581965,0.584564554816702
"Cth",-1.27290192807906,0.000737752182247437,0.281332743026725
"Atp6v0d2",-1.64728448865901,0.00364059240823033,0.496524174657044
"Tnfsf8",-1.37837350429558,0.00297994204287405,0.481965199864528
"Ptgr1",-0.422079215304324,0.000423232254573314,0.201930361491003
"Nfx1",0.148359385004675,0.00640191732642389,0.585831592537316
"Sh3gl2",0.419010566431492,0.00763417756928942,0.623750023313383
"Pdpn",-0.464409423048276,0.00816085188157889,0.630622272804674
"Zbtb8a",0.226134755672526,0.00469029357286814,0.537682885188576
"Per3",0.461756572115523,0.00775736764495425,0.623750023313383
"Snx8",-0.197535761507492,0.00929621068070951,0.666811660996737
"Tfpi2",-0.808154528456037,0.00468965734488771,0.537682885188576
"Add2",1.22573219250225,0.0023314160659654,0.438222205408127
"Pianp",-0.85248215176076,0.00678776265025151,0.595041512331292
"Dmpk",-0.613694465222202,0.00355877467028693,0.496524174657044
"Lilra6",-1.69120453845026,3.11562454652937e-06,0.00541703254489907
"Slc17a6",1.94378669850595,0.00148266500013418,0.370248425239623
"Apba2",-1.00933496472734,0.00387909511450816,0.496524174657044
"Dgat2",-1.23374587434032,0.00989647267771522,0.679210545881087
"Itgam",-0.963799173875167,0.00842186300322214,0.63845101057978
"Itgax",-1.74032828950968,0.000872585943998782,0.30342721892651
"Ptpn7",-0.573814324617404,0.00927090469528985,0.666811660996737
"Clmp",-0.454482476243895,0.00734997971881678,0.618346680860457
"Pou2af1",-2.3951713737247,0.00887844265188609,0.656878820882806
"Apoa1",-2.51929263067097,0.00666737123446916,0.591413418045353
"Tinag",-2.48415958186241,0.000737580352699735,0.281332743026725
"Ltf",4.33542611352571,0.00123862575024989,0.36092543476504
"Tlr13",-0.81905351420268,0.0058766338645511,0.57100995386719
"Cd226",-1.14815546745126,0.00602149282287613,0.57100995386719
"Scn10a",3.80439178345304,0.000619542234339721,0.26691656010377
"Ppp1r1c",0.566331901222588,0.00459816082197126,0.535955460277142
"Dusp5",-0.635695022110763,0.0025408552132564,0.445507393491324
"Mfsd12",-0.436778269529113,0.00250614410109113,0.445507393491324
"Krt20",-1.40602864215765,0.00425858037273691,0.51842677628397
"Fam110c",-1.65939380910191,0.00358738367296294,0.496524174657044
"Cc2d1a",-0.166093734196446,0.00360584813826046,0.496524174657044
"Dner",0.497408589531105,0.00987538914412352,0.679210545881087
"Cldn11",0.414357643037982,0.00330923503444409,0.496524174657044
"Cd84",-1.04743861050576,0.00165326962881667,0.377616407302121
"Poli",0.238335074193428,0.00950782660887177,0.670173291782097
"Elovl3",4.74925798788299,0.00468375448866425,NA
"Neil3",-1.4284611225283,0.00587430774242682,0.57100995386719
"Dock3",1.25748096412911,0.00417606087511362,0.515558189931186
"Galnt12",-0.476696768192998,0.0031729816604611,0.4903784397323
"Zc3h12d",-1.00090835990974,0.00677181700187176,0.595041512331292
"Thbs1",-0.773026029185113,0.00795047963857148,0.623750023313383
"BC052040",0.332353472694258,0.00511636550208918,0.556069658860948
"Map7d2",0.608451422434222,0.0056707385530193,0.57100995386719
"Rbbp8",-0.292176520888518,0.0079617135309001,0.623750023313383
"Rhod",-0.418940210015524,0.00246862879732727,0.445507393491324
"Pm20d1",-0.941481027096374,0.00932547286942223,0.666811660996737
"Isl1",1.46256419267735,0.00390843338472493,0.497228988651835
"Clspn",-1.04264535425423,0.00792190112022777,0.623750023313383
"Apobr",-0.389984602203223,0.00690526330170084,0.597601073160727
"A730020M07Rik",-1.34070004019789,0.00297539315492678,0.481965199864528
"4933402E13Rik",-2.51041388769828,0.00106803191492194,0.343978253301097
"Glb1",-0.226356278567589,0.00792789283657819,0.623750023313383
"Zfp764",0.182029847688338,0.00722109521067563,0.610487228190413
"4933440M02Rik",-3.30503988101629,0.00726716545927149,NA
"Gpr158",1.87638607625588,0.00849942246768063,0.64018754644653
"Slitrk4",3.18641117450422,0.0061578820400307,0.57613475732377
"Ccdc144b",-1.5403812545468,0.00511720544964063,0.556069658860948
"C5ar1",-0.808040032158801,0.00498248944568023,0.552767438979155
"Ugt3a2",-1.73286785020389,0.00454746016830013,0.53302364579446
"Mmp12",-3.14587099181111,0.000342579457249567,0.183271225539871
"Scg2",1.43219636642031,0.00811568398325316,0.629463310879531
"Tmem37",-0.835904723287424,0.00690718578100651,0.597601073160727
"Dcaf12l2",-1.59601229922441,0.00648620603390423,0.588383489962512
"Sv2c",1.03534627275191,0.000179387939253134,0.116960936393044
"Ggcx",-0.222997596456321,0.00587491860240752,0.57100995386719
"Dpep2",-1.10907293076506,0.00695436932325587,0.597601073160727
"Adam12",-1.08819758140875,0.00398621901035744,0.497371620399954
"Nap1l5",0.497173085880377,0.00592618438529891,0.57100995386719
"Per2",0.515030072128778,0.00493438028737213,0.552767438979155
"Cldn23",-3.20270756042525,0.00744810796415972,0.623750023313383
"Nfil3",-0.834259078631377,0.00555980073697242,0.57100995386719
"Serpina9",-2.088062259168,0.00168096821939279,0.377616407302121
"Nrg2",-1.11069038927353,0.00765840308098621,0.623750023313383
"Slc38a10",-0.221632658514989,0.00905199370388791,0.657423676204443
"Dpp6",0.876535415295471,0.00109183838795799,0.34515327464175
"Cd200r4",-1.27298557432594,0.0090748666960736,0.657423676204443
"Gm49339",-0.96093592260213,0.00567533115593001,0.57100995386719
"Cd300lb",-0.795545713014952,0.00964015375521,0.674516127275327
"Glyat",-2.49906341369451,0.00220125623998716,0.421348717349468
"Slc31a1",-0.230698038948092,0.00534832102897187,0.566433349992229
"Rpl7a-ps11",-23.3535620958823,3.88750058558883e-08,0.000162217624435451
"Lyz1",-1.23491219003837,0.0050527808648967,0.554848526132657
"Gm20634",-0.744266191360462,0.00127888171474773,0.36092543476504
"Slc17a7",1.3998544719366,0.00154388482533777,0.370248425239623
"Serpina1d",-2.29507442015414,0.00350378249307446,0.496524174657044
"Mup14",-3.6647375736183,0.00386436953699527,0.496524174657044
"Apoc4",-1.96457254958439,0.00533166879061051,0.566433349992229
"C5ar2",-0.74504247228396,0.00517031963800965,0.558930305323489
"Bhmt",-2.14918955172151,0.00376465143705835,0.496524174657044
"Ighm",-1.61545795279311,0.00256156491004592,0.445507393491324
"Raet1d",-1.56189976777397,0.000732953244051881,0.281332743026725
"Tgtp1",0.9905368885543,0.00129637230753652,0.36092543476504
"Gbp4",0.687371244792421,0.0014540702932241,0.370248425239623
"Prdm12",1.73487046377557,0.00437777404996526,0.518965214650428
"C1qtnf5",-0.569978230523677,0.00549392183812921,0.570458720441166
"Gm9009",1.43986807674146,0.00773793529455436,0.623750023313383
"H3c15",-0.808985292744196,0.00172951173154199,0.377616407302121
"Gm15922",-1.73372330061781,0.00533482906330791,0.566433349992229
"Gm15169",1.35516230561328,0.00885222001652332,0.656878820882806
"E130102H24Rik",0.394572519561861,0.00264524553184591,0.448702461597016
"Gm15991",1.11440207943064,0.00906274115697151,0.657423676204443
"A930033H14Rik",0.457663356560356,0.00603538118940339,0.57100995386719
"Gm765",0.490951802481996,0.00192121876690057,0.398313430695473
"Gm20633",0.467699102810986,0.00798223045555374,0.623750023313383
"Igha",-24.6097815575007,5.27027259329396e-09,4.28938820624364e-05
"9230116N13Rik",0.601399849298806,0.00382978181803148,0.496524174657044
"Gm26796",2.0254326372459,0.00482772275095699,0.547421779760688
"1500004A13Rik",0.28760794208577,0.00856359773592438,0.642701090511965
"1700030C10Rik_ENSMUSG00000099759",0.899775338933481,0.0032978962756102,0.496524174657044
"Pcdha11_ENSMUSG00000102206",4.20895048816655,0.00359412557623971,0.496524174657044
"Gm37233",-1.00099471983811,0.00713106757230093,0.607275893177497
"4833412K13Rik",0.605570047104361,0.00972534227079568,0.674516127275327
"Gm40117",1.14734637719151,0.00610197297183901,0.573475513893915
"C79130",-1.09528623203387,0.00983717185047649,0.679210545881087
"Gm43972",2.36828996183222,0.00193187465729323,0.398313430695473
"Gm45597",-1.74344982897609,0.0094074723185061,0.66947126382681
"Gm18329",-1.22282076336652,0.0080428752773396,0.626143842486618
"Gm49699",2.10792965974483,0.00498306765598535,0.552767438979155
"Gm50254",-2.54769118057633,0.00645650489877939,0.588246804402328
