"Gene","log2FoldChange","pvalue","padj"
"Coasy",-0.251907687585674,0.00284796429447754,0.808464326485743
"Zim1",1.53717986566935,1.19530011557907e-05,0.0216518655102851
"Ncan",-2.04240901320401,0.00867884332064248,0.846699465919332
"Spo11",-2.10348392775809,0.00784220981364547,0.846699465919332
"Lmbr1",0.252323446905838,0.00631820572342212,0.846699465919332
"Vip",-2.45528443241424,0.00937265534616687,0.846699465919332
"Prss57",-1.13861134324871,0.00361909220618982,0.839331639639291
"Acsl6",0.436348077960466,0.00297316467469083,0.810693218143761
"Rps6ka5",0.240464992752358,0.00370936122715791,0.839331639639291
"Serpinb9b",-2.12171048484049,0.00513981058165982,0.846699465919332
"Dnah12",-2.6852629566791,0.00785320855769924,0.846699465919332
"Mal2",-1.33383829300903,0.0013644802271458,0.552405204104843
"Rin1",0.461071291453358,0.00483432117770628,0.846699465919332
"Ctsw",-1.20469165725699,0.00629230933540118,0.846699465919332
"Jph3",0.785021284733725,0.00487264556873605,0.846699465919332
"Gsta3",-1.13344926489866,0.00781916623659592,0.846699465919332
"Atg16l1",-0.18735528644629,0.00621880872150575,0.846699465919332
"Tgm3",2.66882372651373,0.00477411533976365,0.846699465919332
"Atp8b5",-0.832826474898507,0.00845346766325115,0.846699465919332
"Gne",0.158213653806792,0.009559606365346,0.846699465919332
"Cdc7",-0.467523742825653,0.00621745351921765,0.846699465919332
"Slc23a4",1.23902926470855,0.00529942121160936,0.846699465919332
"Anxa4",0.148375847916669,0.00807858024935409,0.846699465919332
"Bhlhe40",0.351978797743827,0.00857073827787903,0.846699465919332
"Mrgprf",0.343508049005159,0.000347301378653251,0.279603335843915
"Awat2",-1.00339421603135,0.00658730914712344,0.846699465919332
"Ldhd",-0.287989751619992,0.00845073445881755,0.846699465919332
"Ilf3",0.144240493888105,0.00406382644587749,0.846699465919332
"Tinag",-2.21501864487446,0.0018844350957591,0.630184087331009
"Me1",-0.584853986248688,6.50949231636507e-06,0.0165383646997796
"Heyl",0.577023900497008,0.00186770410933853,0.630184087331009
"Entpd6",-0.391230507024126,0.00564530806434249,0.846699465919332
"Recql4",-0.415302466287315,0.00432342847964354,0.846699465919332
"Ccl5",-1.5805742220243,0.000191127051435699,0.180631683350339
"Fbxo33",-0.208900266993145,0.00224609707683639,0.728707644167055
"Nme5",0.588952257806703,0.00311069614606455,0.824600025939087
"Zfp39",0.245090559103108,0.00852049055214848,0.846699465919332
"Psd",-0.465847697135354,0.0066218995743311,0.846699465919332
"Stag1",0.232939381356744,0.00536217599898686,0.846699465919332
"Trmt6",-0.149053843715919,0.00610916330012249,0.846699465919332
"Wdr19",0.274333378552628,0.00939167362795503,0.846699465919332
"Akap12",0.368722773085525,0.00131948378427295,0.551569596514252
"Abcf1",-0.173318337193634,0.000960230193357032,0.474901717348825
"Eme1",-1.20104857795774,0.00525276187782062,0.846699465919332
"Polg",-0.144379346421361,0.00855948465999673,0.846699465919332
"Wdr70",-0.172823405733122,0.00894531436624682,0.846699465919332
"Pnrc1",-0.189689856057379,0.00448442442206305,0.846699465919332
"Klhdc4",-0.241076650757221,0.00769031323348451,0.846699465919332
"Gm15429",0.758192694704117,0.00996409209858727,0.846699465919332
"Bcor",0.25119199147532,0.00808458472163762,0.846699465919332
"Slc25a34",1.84029553189166,0.00317003607437782,0.830205712635549
"Trafd1",-0.242420615599579,0.0069124872353195,0.846699465919332
"Pcdhb14",0.387641161012909,0.00735876819104551,0.846699465919332
"Efcab8",1.28343816223295,0.00123607988990311,0.540492334147262
"Dnd1",-0.685165801934605,0.00634024047831566,0.846699465919332
"Poln",-0.817401387941624,0.00977129065805659,0.846699465919332
"Dnah14",-0.949366646443622,0.00105774288918479,0.479003274629369
"Arid4a",-0.322270265127612,0.00253772955484388,0.766147601856132
"Tmem81",-0.433093362779648,0.00349424264448697,0.839331639639291
"Nog",0.79975581203074,0.00946504795794282,0.846699465919332
"Sorl1",-0.894304683113602,0.000975879387301759,0.474901717348825
"Brd8dc",-0.665264402882784,0.00152320634119494,0.580876074360605
"Fbxo46",-0.243998911248965,0.00381401955363249,0.839331639639291
"Prss27",-1.6818266695173,0.00124325420745103,0.540492334147262
"B3gnt2",0.639624533773419,0.00622781236465554,0.846699465919332
"Gm9967",-0.885187174573638,0.00142753974048003,0.554114845335971
"BC043934",0.482174390068918,0.00103845942283461,0.479003274629369
"Cngb3",-2.91585960459795,0.00980089487020099,NA
"Cxcl2",-1.73775639599401,0.00654944948295008,0.846699465919332
"0610039K10Rik",2.09501948234437,0.00834536043695382,0.846699465919332
"Cep128",0.299492117307696,0.00550101366414176,0.846699465919332
"Hsf5",-1.56246191954432,0.00492368163072141,0.846699465919332
"Gm9696",-3.7186320187127,0.00375493314004068,0.839331639639291
"Fv1",0.438162675153577,0.00552562423544885,0.846699465919332
"Acrbp",-0.626585750556914,0.00720176513025665,0.846699465919332
"Serpina1e",2.52710785259086,0.00462342466676898,0.846699465919332
"Osgin1",0.437194008589806,0.00130995862009475,0.551569596514252
"Gm5544",-2.62936264866009,0.00259944711775009,0.774029890390873
"Clec4g",3.27955732197373,0.0027044412150293,NA
"Gm10941",-1.03470760863022,0.000464519400884632,0.337480719484739
"Emc1",-0.19374707687979,0.00530356634461111,0.846699465919332
"Gm11783",-2.17993541761822,0.00601124507396779,0.846699465919332
"Gm11839",-0.789508949017783,0.00532460757153314,0.846699465919332
"Gm13039",1.38439701813236,0.00429159724934906,0.846699465919332
"Gm14038",0.729834107955024,0.00694195003191166,0.846699465919332
"Gm6542",-1.14312649087387,0.00164208373997649,0.58510462674188
"Selenok-ps1",-1.34192117279881,0.00336063699389239,0.839331639639291
"Arhgap27os3",-2.09105897938627,0.00278815853375299,0.80808269397585
"Xist",-1.16283457102479,0.000136441314817387,0.148291243009277
"Gm13205",-1.32564991830975,0.00166888194589854,0.58510462674188
"4930404I05Rik",-0.913052483846858,0.00835434305972066,0.846699465919332
"Gm16091",0.518835173394753,0.00663831281514572,0.846699465919332
