"Subset","Detail","EXvsDR_log2FoldChange","EXvsDR_pvalue","KDIvsDR_log2FoldChange","KDIvsDR_pvalue","KDI_EXvsDR_log2FoldChange","KDI_EXvsDR_pvalue"
"Shared","Tkt",-0.342196546847182,0.000182586332019856,-0.276118695000017,0.00253077690482128,-0.328109528102219,0.000333613596133079
"Shared","Esd",-0.171224107799898,0.039999098944951,-0.283012144782492,0.000693203641351848,-0.188673379129574,0.0236868997580722
"Shared","Tars",-0.172087205519286,0.00104252288475077,-0.165429237470702,0.0016248665399156,-0.132191440830607,0.0118078870746138
"Shared","Dcaf13",-0.193649396639667,0.000375977165766629,-0.107748874445845,0.0472282401662909,-0.108765927303299,0.0454995370147177
"Shared","Rfc4",-0.257786591672345,0.00423613053255912,-0.22211216638094,0.0135948511416143,-0.192247765653568,0.0327562984630088
"Shared","Agpat4",-0.193254461552978,0.00137275953628271,-0.12248537772921,0.0421276115634891,-0.168797081514404,0.00522835027864747
"Shared","Ttc27",-0.166229461545714,0.0114264139884803,-0.139280502706714,0.0339133081521469,-0.152424844311888,0.0206809450997057
"Shared","Tpgs2",-0.146880280383633,0.0150969208566039,-0.126367715828687,0.0364846874511311,-0.169940858141815,0.0051230165833729
"Shared","Camk2a",2.10986450317912,0.0144548998286069,1.7304471659588,0.0449606042854743,2.4179980817527,0.00505353569694702
"Shared","Fasn",-0.643972469037704,0.0476521821111329,-1.30665904331017,5.86415718569349e-05,-1.12884504470671,0.000517646733200639
"Shared","Pi4k2a",0.154091156717204,0.00294849510416978,0.131548692352521,0.0112147959209589,0.119259721366072,0.0216700034547616
"Shared","Gaa",0.139723839135756,0.0492206148042939,0.143602826774533,0.0432621095417887,0.145543455039288,0.0405563575061945
"Shared","Pms1",-0.181674049813701,0.0370643027067593,-0.183725048966485,0.0351859059422359,-0.182710506854106,0.0366742756888563
"Shared","Mstn",2.8816231544638,0.0404324976628214,3.16606594540319,0.0242947838607194,3.51371268331393,0.0123972083410615
"Shared","Cxcr2",2.99617972383178,0.0183844101780692,4.28792974613375,0.000522533314941392,2.82726013760171,0.0272271066774619
"Shared","Farsb",-0.188422265033459,0.00856216330936271,-0.145469200483173,0.0422797228172023,-0.149490154724998,0.0370410044766713
"Shared","Rnpepl1",0.117988455704464,0.0299681217144156,0.107004795543163,0.0491079160776994,0.11515533240861,0.0343130683491503
"Shared","Tnnt2",-0.901556011029813,0.00108180629984463,-0.538768582922242,0.049691062000874,-0.743757393916402,0.00692380019528963
"Shared","Tnni1",-1.68891218119099,0.0010222511281448,-1.45285872094698,0.00468231609635653,-2.03037871215096,8.15827587184181e-05
"Shared","Psmb7",-0.239024589670333,0.0113544251648323,-0.26240910760091,0.00545398146272334,-0.203693586193937,0.0309860126299104
"Shared","Pcna",-0.187917280058845,0.0112278186112643,-0.203510005073308,0.00604534415693079,-0.200296860448952,0.00690957145143075
"Shared","Mylk2",3.46560700434118,0.00820629611875739,2.88986992352459,0.0275237480129876,3.07892570652071,0.0188599677662868
"Shared","Gtf2b",-0.18377949298126,0.0120561527336162,-0.197800762524465,0.0069237471730031,-0.167403924282061,0.0223105303142575
"Shared","Npr2",0.124587160907298,0.0453097427191009,0.146231498741652,0.0187840831442876,0.143962373803285,0.0207770323116053
"Shared","Dnajc6",1.33608849748522,0.000366884531847402,0.874971531831341,0.0199256396559602,1.12026822756723,0.00284868256949786
"Shared","Slc6a9",0.245506522938907,0.0119029296661705,0.357743124861472,0.000231353081441185,0.364184193961684,0.000181919106671958
"Shared","Eif2b3",-0.341437455938925,2.90191880967899e-06,-0.154124234715243,0.0337340146340828,-0.180818047602181,0.0129216408655588
"Shared","Eif4g3",0.232003359664219,0.000403937206528059,0.184636887765978,0.00489534781250057,0.149543336573235,0.0227563678154162
"Shared","Rbks",-0.277852986421649,0.0282216833638944,-0.365389562476647,0.00432502922355716,-0.269203407184164,0.0342670388941155
"Shared","Ulk1",0.265109354960071,0.000326578061911611,0.184298768571753,0.0126520107384256,0.199577128480801,0.0069592684008327
"Shared","Gstk1",-0.274425852364423,0.00870426536717001,-0.297403200096216,0.00448234384690761,-0.27158810215441,0.00946023419443702
"Shared","Ruvbl1",-0.215837947750403,0.000659815830868021,-0.171918038585736,0.0066086813432219,-0.215526519496034,0.000689323525645527
"Shared","Nup210",1.12785981774458,0.000995990925745232,1.07853786832678,0.00165186982103717,0.776162246880546,0.0238629361375215
"Shared","Usp18",-0.757854748512346,5.17541156538895e-05,-0.364249600482265,0.0499190031257966,-0.377922686712273,0.0421292298766284
"Shared","Plxnd1",0.279534320276923,0.00172160684048691,0.175280583991052,0.0494578104460285,0.179640801079035,0.0440923300741003
"Shared","Magohb",-0.24917058173466,0.0311694538149843,-0.325223891943208,0.00505474082194329,-0.304430310503041,0.00872794609912195
"Shared","Thumpd3",-0.130345629617742,0.0378924749734112,-0.124987397357055,0.0465754114167853,-0.14819775057356,0.0185310713377449
"Shared","Coq7",-0.229959515795485,0.0161154137543966,-0.288903410993525,0.00253540226831045,-0.255270581382077,0.00764645630453556
"Shared","Akip1",-0.271008188318842,0.00368861641436454,-0.226568995542464,0.0151250448004369,-0.251353112590855,0.00712882704579412
"Shared","Brcc3",-0.247358621253473,0.00430792516037004,-0.182680616572021,0.0349012777877701,-0.196078054295383,0.0236477279460047
"Shared","Dctn6",-0.182450351771039,0.00415933740594016,-0.126802418012897,0.0462411666395481,-0.164518975420629,0.00980764913327106
"Shared","Dus2",-0.198833575723097,0.0129541789434266,-0.201176004923784,0.0120077823949521,-0.221373535981293,0.00587444661899014
"Shared","Sprtn",0.123981003579171,0.0390347084343152,0.146249035051265,0.0148819461579297,0.188573993610116,0.00168715840386459
"Shared","C2cd2l",0.151087107709651,0.0489867393796965,0.237855569064721,0.00188893871430569,0.225394978165324,0.00329036263029239
"Shared","Cyp1a1",-2.64403521544431,0.0145437015144555,5.98739765402396,3.48636302994929e-15,5.94690636565058,5.36778521221215e-15
"Shared","Fam189b",0.228898277008424,0.0129623661541066,0.21093821963688,0.0221963876362987,0.302212476315758,0.00102578419006517
"Shared","Inppl1",0.166157976820639,0.00529875420251794,0.142874530085731,0.016567749927172,0.18695848616476,0.00171448120216631
"Shared","Pdxk",0.301403329466464,0.00100212975074022,0.216466320233621,0.0182212145146252,0.225748082649476,0.0138268929983606
"Shared","Smap2",0.103443904404574,0.0446971823968593,0.104049848559971,0.0435533752159457,0.106134343995103,0.0397626850873525
"Shared","Ucp3",0.410195197089719,0.0068413302302769,0.430309347884505,0.00455085243062776,0.372345183336792,0.014153710738764
"Shared","Chmp2a",-0.221612150277947,0.00639502083967302,-0.191090706705367,0.0186997125882594,-0.193084035279103,0.0175264204134897
"Shared","Pbx2",0.142339869174506,0.0157352983080134,0.122314311909549,0.0381596789350786,0.153138210814507,0.00946120073712797
"Shared","Ankrd27",0.1537440641128,0.0137215329630738,0.139561152054958,0.0253615052503717,0.12734538444865,0.0415595310360038
"Shared","Ky",2.79868889174449,0.0060146721247992,3.13724246496425,0.00205473827851852,3.35105597394617,0.00098891593125589
"Shared","Isg15",-0.71246604043748,0.000377221516366942,-0.416353219131514,0.0373664029636548,-0.476246610005451,0.0173273131419708
"Shared","Dennd3",0.28962617616081,0.0179621346525381,0.283775390782681,0.0204826918060182,0.446655127503115,0.000252968735457223
"Shared","Wnt8b",2.87288621918674,0.00905479808683862,2.69360524070025,0.0153446465638358,3.0231240503909,0.00580205191243221
"Shared","Mospd3",0.25673393024463,0.00203871362734272,0.225385006088395,0.00685439290999135,0.23041866781509,0.00576172662651495
"Shared","Larp1",0.179229420337892,0.00654814650646074,0.152707210860689,0.020562774011995,0.1463109422912,0.0265500732039912
"Shared","Phf12",0.188239472421965,0.00575748303746083,0.241583835623403,0.000390124224715821,0.258937328181058,0.000144868524153097
"Shared","Rara",0.198725586654131,0.00509119029339787,0.255499982200152,0.00030963362845093,0.175477903023823,0.0136425986187468
"Shared","Prdm1",0.534063162629131,0.0137438188591114,0.617341372018621,0.00431850185636048,0.534099909012,0.0138887396440637
"Shared","Kcnh2",0.359624804105623,0.014270118144925,0.290522709170886,0.0478587681778033,0.304246845115282,0.0382883088259948
"Shared","Camp",17.4084414156746,3.18580977752946e-13,19.817111297337,7.61974692774909e-17,16.9129523146992,1.68466147711307e-12
"Shared","Olfml2b",0.184259491113006,0.0187445980252431,0.222733279761282,0.00448380547995359,0.271325127846932,0.000535837804434672
"Shared","Mybpc2",3.66980979034129,0.0174847351499272,3.38404351854593,0.0284308556253015,4.02399791937465,0.00916809394888429
"Shared","Sptlc3",3.52814272260403,0.00323457814123836,4.64612363141762,9.22179712897774e-05,3.66303045062072,0.00221561666739181
"Shared","Baz2a",0.204097226513899,0.00845237702469217,0.197494312365968,0.0108416952431584,0.297022692657121,0.000126150407433717
"Shared","Gbp2b",-1.59234793222012,0.042739396122702,-1.77738674019399,0.0253210610817877,-2.06206499121943,0.011065140086061
"Shared","Chrnb1",0.185753505866137,0.0469007425699602,0.254008008318479,0.0063758669576649,0.337866145602012,0.00027229269676129
"Shared","Rusc1",0.15986240679397,0.00795159551004462,0.130325486069644,0.0309352413550777,0.135721039168123,0.0249071710381342
"Shared","Wipi1",0.105471397838508,0.0484906554867789,0.152826350001124,0.00422545868815125,0.131129945202767,0.0142194961789955
"Shared","Tent2",0.129124747146137,0.0131872194842844,0.115590878440143,0.026646541541751,0.122857076284262,0.0186105453181558
"Shared","Tmc7",0.366697968083723,0.0128879564426004,0.311406451068825,0.0349649511892264,0.29801723099793,0.0438308614833646
"Shared","Setd1a",0.18876398235387,0.00939904912752094,0.206502663919685,0.00449074877945808,0.252332454942733,0.00051582758355083
"Shared","Dennd4b",0.207041842285,0.0116435913339942,0.167559334867777,0.0414461324394212,0.210636044123314,0.0103632487971425
"Shared","Fbrs",0.165611446466979,0.0162029501053144,0.20809621969218,0.00250296854523217,0.179328371080039,0.00928998548073375
"Shared","Mylk4",4.90158030889762,0.00124027062379289,4.01419471396171,0.00818067489901475,4.95648318844749,0.00109222085515153
"Shared","Lhfpl2",0.412364450788668,1.25529821703458e-05,0.277587437551002,0.00329091473059251,0.236518636167627,0.012286923608447
"Shared","Slc25a51",0.114222591135411,0.003002083722374,0.113134872817093,0.00329914302274885,0.0824115978506876,0.0325754160630105
"Shared","Bst2",-0.317551600517599,0.0209138091768815,-0.365016119957237,0.00795799942525765,-0.284906903766858,0.0382778719306113
"Shared","Gpr156",0.852595210488278,0.018784371943529,1.07892396098326,0.00289148473230282,1.23189526591646,0.000663157943577035
"Shared","Gja8",2.49205579013982,0.0143442889277386,2.46748161034764,0.0155475053377543,2.47935190859953,0.0151796302165359
"Shared","Ubqln2",0.192375522853914,0.000508311757304671,0.204572103551497,0.000218463546179819,0.18006439133756,0.00115553420437223
"Shared","Selenon",0.128170530469854,0.0167157168870654,0.140317284034175,0.00880282170791066,0.11652752997148,0.0297868592425571
"Shared","Lrrc15",1.22353086162167,0.0254141177987806,1.28431140876256,0.0188410028235608,1.88996956165935,0.000475953249538928
"Shared","Myh7",-3.40655101091626,0.0423744371041153,-3.60674260127294,0.0316384352079422,-8.85183101454338,2.36291910325439e-07
"Shared","Phgdh",-0.248500394287105,0.0150234819561118,-0.23269206303251,0.0227789144118715,-0.367424225848411,0.000324952732363285
"Shared","Grwd1",-0.181421924732395,0.0140960430090704,-0.179307178185638,0.0153401208113158,-0.152755451295921,0.0390264531361837
"Shared","Sugct",-0.410435451178381,0.00309094064040424,-0.287992312821393,0.0366209687520969,-0.365553696451434,0.00843711972098549
"Shared","Myh4",4.0439648600668,0.00847400262280933,3.48718924663819,0.0232005126346115,4.20793926395665,0.00615659415816197
"Shared","Zbtb8os",-0.173757871889636,0.0351005655644625,-0.231987677888339,0.00497729527108989,-0.227850263102594,0.0058517672078594
"Shared","Kcnc1",3.17149631477399,0.00647074894094057,2.68664865940088,0.0214095041885581,2.90587050098843,0.0127393414610728
"Shared","Trp53",0.17551823091534,0.00642645237014131,0.135060716966537,0.0362718616924002,0.151569011111623,0.0188607860886835
"Shared","Atp8b2",0.178709623162847,0.0289905864556464,0.167844672238699,0.0403390923404844,0.239193720869922,0.00346802523343463
"Shared","Dlgap4",0.141934905223776,0.0321898884719141,0.189357184594623,0.00425089416030536,0.131192914303383,0.0478926396603447
"Shared","Prpf38a",-0.174375955116451,0.0147133147267788,-0.143478781554175,0.0446557381010861,-0.156715575613721,0.0284794232158355
"Shared","Chd4",0.135964811803309,0.0426257544504438,0.15859325611796,0.0180381171212227,0.171591505013937,0.0105142416566228
"Shared","Trerf1",0.250793841604066,0.00970981596547854,0.231533096789725,0.0170809983201181,0.322735226663222,0.000869193796871406
"Shared","Tnnt1",-2.56451162953751,0.00246114242839141,-2.74700446677531,0.00118631958108012,-3.78330452355435,8.65324968512081e-06
"Shared","Zfyve26",0.176095740515123,0.0253043278485534,0.167911673462559,0.0330194533044321,0.196693427787487,0.0125353955587232
"Shared","C4b",0.441654698393889,0.000150716994702473,0.246186033150505,0.0346548359164813,0.283915488550066,0.0148466781353885
"Shared","Mtarc2",-0.164884918158974,0.00932680908544159,-0.133680454494714,0.0350268485611984,-0.164509531958738,0.00951293810922232
"Shared","Gm13304",-15.3711862063417,0.00440307661404809,16.0765779073601,0.00269944285857946,18.4281101429045,0.000566185854421704
"Shared","Gm10709",-1.07098381977885,0.000332309109280322,-0.772024956934256,0.00748242817260086,-0.644781267622585,0.0240605825654331
"Shared","Myh7b",-2.26143802640215,0.000466636073175644,-1.81550061450253,0.00368796274598034,-1.67248065516957,0.00706606251451462
"Shared","Slc8a3",1.04004329251715,0.0180666014127544,0.953522524408627,0.0303454634707677,1.12181876323005,0.010748356600514
"Shared","Tmem233",1.76356364370696,0.0116286290137846,1.74243449586953,0.012674369784956,2.08325005906131,0.00286132749684523
"Shared","Atp5k-ps2",2.23105445362335,0.02145591684495,2.24156330556562,0.02088630419528,2.14319099162896,0.0286658838560202
"Shared","Gm13498",1.67385073871318,0.0107099881025858,1.5617783170611,0.018110699315311,1.41362913853789,0.0345060621101062
"Shared","Gm7803",-0.757415999076336,0.0302972669731545,-0.800892200699397,0.0228524181625219,-0.950497261991954,0.00819912352432795
"Shared","Gm16279",0.675774446451057,0.00283624351012282,0.535631979937542,0.0194039391432554,0.730132816090874,0.00125379847498858
"Shared","Rad51ap2",3.27134081239714,0.00163191547250027,2.62391943804417,0.0143861688832265,2.3918599562787,0.0282304492212526
"Shared","Gm13431",2.54598113135585,0.010536206502101,2.24130919039603,0.0270895130983351,2.12385072151252,0.0381189201403351
"Shared","Tcerg1l",1.38223536986119,0.0208254283895601,1.82393856184779,0.00209473669379673,1.30648927555502,0.0294322639812845
"Shared","Tnnc1",-1.89202243222168,0.000498714780341332,-2.02737080061954,0.000192340594025365,-2.26068497029478,3.26543282716969e-05
"Shared","Gm4540",-0.587244068183559,0.0143274322687685,-0.836985152982186,0.00068839953018666,-0.507592890414136,0.0337337413224611
"Shared","3300005D01Rik",2.76242090409588,0.00393634361165586,2.35362029136751,0.0172630688000496,3.56124641593117,0.000109690814038365
"Shared","2310015K22Rik",4.14080502756508,0.00946079086735605,3.26325887116163,0.0431337109764991,3.31086563877204,0.0401524777204463
"Shared","Gm38345",1.80514677484851,0.00343835355188441,1.362152529835,0.0313439228397131,1.87782473713761,0.0023138499022801
"Shared","Gm37975",1.58505544776376,0.00019387191462586,1.27772590660968,0.00277665603463547,1.16097183686912,0.0066990700184132
"Shared","Gm37710",2.86061931644704,0.0140467374138966,2.78221077306879,0.0171515604845689,2.4671392321112,0.0363642696918642
"Shared","Gm37744",2.35228861253413,0.0188557285843592,2.51405276759571,0.0111404056867875,2.84206211199019,0.00341731497787268
"Shared","Gm38368",2.0063579731293,0.00260906439237032,1.8324423804982,0.00647509529207976,2.08429890277446,0.0017375818276683
"Shared","Gm42928",-0.383795158228863,0.00717011077302861,-0.461216254109224,0.00139832610601791,-0.39152627645213,0.00643520971949364
"Shared","4930512J16Rik",3.68869470619874,0.000691862983686598,3.21547499723465,0.00358386584671211,3.30029694858949,0.00274790914907184
"Shared","Gm45424",1.34759995339299,0.0136426370682959,1.168966768966,0.0349541301404993,1.09729221250259,0.0496535452638565
"Shared","Gm47908",4.27602606102924,0.0151707467805151,3.73749724837632,0.0346179913845163,3.93464323442516,0.0259127194247993
"Shared","Gm48908",1.62180555747039,0.028595376089822,1.64041143809553,0.026777937965218,1.73062932351772,0.0189850669598114
"Shared","Gm18649",0.753587067781565,0.0171086566456174,0.842708706728057,0.00728869222415598,0.661596789285617,0.0387153103809191
"Shared","B020010K11Rik",-0.536165548885861,0.0450884966042139,-0.599026252817991,0.0260173309625995,-0.604113685165909,0.0252342613727387
"KDIvsDR_KDI_EXvsDR","Pih1d2",-0.266840657489708,0.173805999281571,-0.41352827276823,0.0387295189823115,-0.467483479513199,0.0208248899614456
"KDIvsDR_KDI_EXvsDR","Mnt",0.149442036220848,0.202240677895917,0.259051466742092,0.0269438786994291,0.345863883950075,0.00312839588014346
"KDIvsDR_KDI_EXvsDR","Rarg",0.0708038209084504,0.326160708064247,0.24428325354384,0.000692676601121341,0.248627363213534,0.000557042804251268
"KDIvsDR_KDI_EXvsDR","Fndc5",0.0552885597831231,0.805885315083331,-0.450622999502197,0.0460903071215635,-0.505279418877161,0.0254566973927337
"KDIvsDR_KDI_EXvsDR","Folh1",-0.0575334627121859,0.767797750927698,-0.471673107696054,0.0158080983722044,-0.50248439831802,0.0101865387735747
"KDIvsDR_KDI_EXvsDR","Zim1",0.42327984972998,0.210301886857813,1.74581058198694,2.18914802646172e-07,1.95815531607591,6.09246544340239e-09
"KDIvsDR_KDI_EXvsDR","Cd320",0.0509950405889239,0.703474737318798,-0.283836019861022,0.0346960762081388,-0.35278259558169,0.00874570156597293
"KDIvsDR_KDI_EXvsDR","Ykt6",0.0106303678565366,0.773572826895434,-0.0833247652328411,0.0244914159747333,-0.0865861492288474,0.0195509287465209
"KDIvsDR_KDI_EXvsDR","Dgcr6",-0.211489222949571,0.0508360006066468,-0.268039487440744,0.013367515012916,-0.229767865019628,0.0339586463062887
"KDIvsDR_KDI_EXvsDR","Atn1",0.109805129267448,0.233631206349754,0.198592864584706,0.0311676041062134,0.258852650422166,0.00496871655674877
"KDIvsDR_KDI_EXvsDR","Kmt2b",0.146791834948712,0.0706654280472375,0.202027312586577,0.0128068815765784,0.293251024397273,0.000300087278603144
"KDIvsDR_KDI_EXvsDR","Arid1a",0.125655194305904,0.122055005643399,0.233787413637152,0.00399549794988271,0.258093025885639,0.00148574841891308
"KDIvsDR_KDI_EXvsDR","Plin5",0.704562930050691,0.0956064051128789,1.17945027266852,0.00514308102728758,1.66008670735968,7.94233397794066e-05
"KDIvsDR_KDI_EXvsDR","Mocs2",-0.0847153498581962,0.277726586465797,-0.18660763775647,0.0168724990384682,-0.18321386493587,0.0190009098155413
"KDIvsDR_KDI_EXvsDR","Atp6v0e",-0.0981073771926602,0.375626271872238,-0.268284481587221,0.0154711359307404,-0.221319454904046,0.0457857227125119
"KDIvsDR_KDI_EXvsDR","Psma2",-0.10527873399271,0.186955720033758,-0.199524268057991,0.0124378638151214,-0.156698343784022,0.0496456424992307
"KDIvsDR_KDI_EXvsDR","Poc1b",0.0198357890182716,0.688791391196367,0.1380428495586,0.00497237916433161,0.12404685753723,0.0119070391500045
"KDIvsDR_KDI_EXvsDR","4930404N11Rik",0.758142571254158,0.0546567954122594,0.948156359242274,0.015001680852307,0.910728353528695,0.0200681264188736
"KDIvsDR_KDI_EXvsDR","Blmh",-0.000136279843895078,0.997999989291288,-0.140347715040514,0.0100885835890451,-0.114894448195537,0.0352488105796694
"KDIvsDR_KDI_EXvsDR","Fbp2",1.82984947791682,0.0753268209146959,2.07486362408555,0.0436184825997355,2.66263786906305,0.0095427861441703
"KDIvsDR_KDI_EXvsDR","Cdadc1",-0.117076046589537,0.0651627056561433,-0.14134754887596,0.0260682790674757,-0.133872436577536,0.0351655644511577
"KDIvsDR_KDI_EXvsDR","Rad1",-0.0965816219211031,0.239038211908186,-0.180406969427692,0.0285601255059298,-0.172368203005523,0.0367083382608498
"KDIvsDR_KDI_EXvsDR","Laptm4b",-0.10143059801994,0.0759617734054351,-0.137225351558404,0.0164062507950555,-0.169967359140665,0.00297640366532284
"KDIvsDR_KDI_EXvsDR","Brd1",0.0691223423371342,0.250563380174272,0.122042887208824,0.0423651476096077,0.155426213876463,0.00974084907547107
"KDIvsDR_KDI_EXvsDR","Tef",0.0909754252657774,0.546195918379434,0.296456554421215,0.0492016647371485,0.29934753732424,0.0470384415104496
"KDIvsDR_KDI_EXvsDR","Enpp2",0.00519399564494065,0.954373996576829,-0.199787559617459,0.0278009896017458,-0.18065311764098,0.0466677684303652
"KDIvsDR_KDI_EXvsDR","Fmnl3",0.0305667311450311,0.627016111409268,0.128306649339566,0.0410256481650587,0.128944945361419,0.0401884590862817
"KDIvsDR_KDI_EXvsDR","Crisp2",0.313190313968877,0.550355359576285,-1.42124337050273,0.010864414268408,-1.16770647875433,0.0342390618584828
"KDIvsDR_KDI_EXvsDR","Cript",-0.156292798524345,0.0587956816005754,-0.192513822715236,0.0199874615713306,-0.162970228876682,0.0489153149982711
"KDIvsDR_KDI_EXvsDR","Mrpl27",-0.15300026017832,0.138151150431165,-0.249672777293208,0.0156467574424007,-0.22293829958725,0.0309323184079141
"KDIvsDR_KDI_EXvsDR","Pdgfrb",0.0383480961638686,0.612395799105509,0.20892820351549,0.00573434758858178,0.148516258838097,0.0496712319008142
"KDIvsDR_KDI_EXvsDR","Cyb5a",-0.0860295194715798,0.478624666153007,-0.333133999488847,0.00609718314434691,-0.256382794771397,0.0347910752685549
"KDIvsDR_KDI_EXvsDR","Syt7",0.0704849229198144,0.684088873561893,0.422069105478333,0.0142139884871032,0.469345526985819,0.00639598968096796
"KDIvsDR_KDI_EXvsDR","Men1",-0.0201243047382539,0.671293471864374,0.108215296073493,0.0217553012140928,0.11398450602494,0.0158078812943557
"KDIvsDR_KDI_EXvsDR","Rbp4",-0.0525437215999194,0.895660642771967,-1.03268169495919,0.00998560961585379,-0.786982235491432,0.0495773040721703
"KDIvsDR_KDI_EXvsDR","Gcgr",1.53005852220361,0.16766379251913,2.37713231527328,0.0252579318131222,2.25729361594597,0.034780429914955
"KDIvsDR_KDI_EXvsDR","Padi3",-0.260851421565422,0.627111437413898,-1.196013961491,0.0478096459724585,-1.30184515771736,0.0349775744666932
"KDIvsDR_KDI_EXvsDR","Psmd13",-0.116764414435957,0.0877179625643061,-0.180994301351723,0.00817575100918269,-0.14219352475941,0.0377353584458669
"KDIvsDR_KDI_EXvsDR","Zfp202",0.123476473935989,0.141191187211625,0.183892779590726,0.0278202124197881,0.202458046190937,0.0155784064465607
"KDIvsDR_KDI_EXvsDR","Gsta3",-0.201402874264791,0.621653216454134,-0.886770227486234,0.0300333258758309,-0.829908400148184,0.0422943580554942
"KDIvsDR_KDI_EXvsDR","Plcd4",1.47662024703029,0.0709422311051606,1.79296265007304,0.0281604991621327,1.92643045113668,0.0183191476582829
"KDIvsDR_KDI_EXvsDR","Slc23a3",0.851519315043218,0.256867613821063,1.54794277144132,0.0292030992598411,1.51443107922189,0.0336946844378691
"KDIvsDR_KDI_EXvsDR","Hdac4",0.0714127324422702,0.417581767977428,0.210125447093547,0.0168516765655351,0.3116489342634,0.00038836340181273
"KDIvsDR_KDI_EXvsDR","Tor1aip1",0.0419159054859732,0.470765742632737,0.116964642760695,0.044051447839762,0.118673372596749,0.0411156636933794
"KDIvsDR_KDI_EXvsDR","Eng",0.17828283265553,0.383748322233631,0.418636190064338,0.0407716273122017,0.480128899630294,0.0189553084719675
"KDIvsDR_KDI_EXvsDR","Tspan18",0.141596996235331,0.102313029620106,0.260120577096437,0.00264022941497076,0.240431252202487,0.00549759500205197
"KDIvsDR_KDI_EXvsDR","Cdan1",0.158764397826429,0.128126891309174,0.21817419505045,0.0364283877449247,0.20802108209015,0.0462103020689043
"KDIvsDR_KDI_EXvsDR","Ehd4",-0.0244992883165702,0.637416532080855,0.14639432801064,0.00481424169565774,0.104791020738706,0.0436988058548555
"KDIvsDR_KDI_EXvsDR","Spef1",0.18294516006333,0.119769934355674,0.241953989563426,0.0393765041548678,0.355050596417123,0.00245026590424037
"KDIvsDR_KDI_EXvsDR","Acss1",0.105125424445767,0.169812680753156,0.183076960620968,0.0165979639386159,0.154120724789415,0.0441781707766422
