"Subset","Detail","EXvsHFD_log2FoldChange","EXvsHFD_pvalue","EXvsHFD_padj","KDIvsHFD_log2FoldChange","KDIvsHFD_pvalue","KDIvsHFD_padj","KDI_EXvsHFD_log2FoldChange","KDI_EXvsHFD_pvalue","KDI_EXvsHFD_padj"
"KDIvsHFD_KDI_EXvsHFD","Slc1a3",NA,NA,NA,0.914470168110767,0.00244350012114089,0.445507393491324,1.57409359071589,1.80578370767709e-07,0.000241913138495178
"KDIvsHFD_KDI_EXvsHFD","Hfe",NA,NA,NA,-0.4148203851016,0.00592033099781093,0.57100995386719,-0.406804138033541,0.00696324382017309,0.398887521781132
"KDIvsHFD_KDI_EXvsHFD","Ccl8",NA,NA,NA,-2.10893403302892,0.00194727616616843,0.398313430695473,-1.86593699939152,0.0060180708745921,0.368665026836891
"KDIvsHFD_KDI_EXvsHFD","Rhbdl3",NA,NA,NA,-0.493257971861612,0.000133282819545996,0.0993147409645597,-0.338324914487643,0.00850266575107708,0.439522414209523
"KDIvsHFD_KDI_EXvsHFD","Vnn3",NA,NA,NA,1.32197132481408,0.003825938231618,0.496524174657044,1.88093417991632,3.7899588000706e-05,0.0194421139429589
"KDIvsHFD_KDI_EXvsHFD","Pfkl",NA,NA,NA,-0.424920608722775,0.00543805453014369,0.570458720441166,-0.399852983262723,0.00890300386224695,0.444668949660334
"KDIvsHFD_KDI_EXvsHFD","Nr1d2",NA,NA,NA,0.323532237127508,0.00666771003801314,0.591413418045353,0.343199155356401,0.00400425464744123,0.307025121030492
"KDIvsHFD_KDI_EXvsHFD","Gtse1",NA,NA,NA,-1.11062203019494,0.00778626201190032,0.623750023313383,-1.13145483520117,0.00688268353088158,0.396442571378779
"KDIvsHFD_KDI_EXvsHFD","Fetub",NA,NA,NA,-0.923554906480514,0.000672582377608909,0.280655174528646,-0.844868214910107,0.00183934631870978,0.229679017555827
"KDIvsHFD_KDI_EXvsHFD","Gnal",NA,NA,NA,0.558205444848331,0.00137785584483407,0.368558773674591,0.557653055377253,0.00140330867678535,0.201456284702455
"KDIvsHFD_KDI_EXvsHFD","Zfp202",NA,NA,NA,0.254204426729371,0.00362776501806569,0.496524174657044,0.272769693329583,0.00182429003194412,0.229679017555827
"KDIvsHFD_KDI_EXvsHFD","Sgo2a",NA,NA,NA,-0.603748667934996,0.00365225370269188,0.496524174657044,-0.54719253955169,0.00837308790025312,0.43689787594356
"KDIvsHFD_KDI_EXvsHFD","Ecrg4",NA,NA,NA,-1.46547050903032,0.000520608192890768,0.241377096366066,-1.11222214611223,0.00834404638881276,0.43640936961866
"KDIvsHFD_KDI_EXvsHFD","Ccna2",NA,NA,NA,-0.966277942393977,0.00544525938392344,0.570458720441166,-1.01493044849296,0.00356104632169674,0.294516523306769
"KDIvsHFD_KDI_EXvsHFD","Olfml3",NA,NA,NA,-0.444823657897114,0.00144510074520358,0.370248425239623,-0.381010014741405,0.00635989082225632,0.378751492856135
"KDIvsHFD_KDI_EXvsHFD","Fam131b",NA,NA,NA,0.321005679555407,0.0057970401496261,0.57100995386719,0.352626727384203,0.00244277087610374,0.259558734157673
"KDIvsHFD_KDI_EXvsHFD","Gys2",NA,NA,NA,-2.03317024704562,0.000318168490619267,0.17469124706001,-1.81911229049011,0.00121498027720591,0.184543853611769
"KDIvsHFD_KDI_EXvsHFD","Dgat2",NA,NA,NA,-1.23374587434032,0.00989647267771522,0.679210545881087,-1.23639228116248,0.00973937313550263,0.45807337280838
"KDIvsHFD_KDI_EXvsHFD","Acsm5",NA,NA,NA,1.17137585703271,0.00400490952009165,0.497371620399954,1.60649600561998,7.63770072490774e-05,0.0289716702424124
"KDIvsHFD_KDI_EXvsHFD","Ces1f",NA,NA,NA,1.53313225840308,0.00152962713515793,0.370248425239623,2.34722641949252,1.19740351272343e-06,0.00132768101490774
"KDIvsHFD_KDI_EXvsHFD","Slc27a1",NA,NA,NA,0.349380392343115,0.00173749880660485,0.377616407302121,0.494709369055791,9.21024797419102e-06,0.00677167462699805
"KDIvsHFD_KDI_EXvsHFD","Cyp1a1",NA,NA,NA,7.30565406237321,8.9488127515609e-15,1.86708029248567e-10,7.26516277399984,1.26012334496656e-14,2.79444952979784e-10
"KDIvsHFD_KDI_EXvsHFD","Gstt2",NA,NA,NA,0.510501177642868,0.00086555183730102,0.30342721892651,0.714746517812805,3.03056104002684e-06,0.00265982220219493
"KDIvsHFD_KDI_EXvsHFD","Ina",NA,NA,NA,-1.1174481425969,0.00603429600085208,0.57100995386719,-1.56272569353659,0.000254890104003907,0.0649706085792028
"KDIvsHFD_KDI_EXvsHFD","Arl4d",NA,NA,NA,-1.01603536607965,0.00215512488994557,0.419069424739613,-0.893050419888415,0.00699707999516867,0.398887521781132
"KDIvsHFD_KDI_EXvsHFD","Chrna5",NA,NA,NA,1.82337812015517,0.00875908138386551,0.652676692832036,2.4859012240993,0.00031028090148181,0.0739869814114045
"KDIvsHFD_KDI_EXvsHFD","Fam110c",NA,NA,NA,-1.65939380910191,0.00358738367296294,0.496524174657044,-1.78288985364351,0.00180222685494228,0.229679017555827
"KDIvsHFD_KDI_EXvsHFD","Slc2a13",NA,NA,NA,-1.04303083917548,0.000899874613256983,0.307786621819569,-0.857446245722656,0.00631935419333957,0.37875134754459
"KDIvsHFD_KDI_EXvsHFD","Fam13a",NA,NA,NA,0.932027992159968,0.00258535673124641,0.445507393491324,1.46996382740213,1.99361386162354e-06,0.00210525623787446
"KDIvsHFD_KDI_EXvsHFD","Grtp1",NA,NA,NA,-0.603124945469313,0.00497128265594049,0.552767438979155,-0.554859250776704,0.00975759876396388,0.45807337280838
"KDIvsHFD_KDI_EXvsHFD","St6galnac5",NA,NA,NA,0.875901485583376,0.00374373200436345,0.496524174657044,1.21097893013329,6.06176307159407e-05,0.024741503158661
"KDIvsHFD_KDI_EXvsHFD","Ccdc81",NA,NA,NA,-1.79429701019006,0.00626709548936408,NA,-2.05999294101604,0.00290933136313475,0.277418647176971
"KDIvsHFD_KDI_EXvsHFD","Ccser1",NA,NA,NA,0.530642307851297,0.0044275099779747,0.521895865426352,0.520514526099259,0.00536631233895675,0.348983408881832
"KDIvsHFD_KDI_EXvsHFD","Negr1",NA,NA,NA,0.411588782311603,0.00701868941130003,0.600155474907229,0.814536571190964,8.95689294806994e-08,0.000132418705344266
"KDIvsHFD_KDI_EXvsHFD","Plekhh2",NA,NA,NA,-0.35024237203229,0.00287397960127905,0.472147325992803,-0.466370219533436,7.34480731194979e-05,0.0285751661315436
"KDIvsHFD_KDI_EXvsHFD","Tapt1",NA,NA,NA,0.143797866032546,0.00133019684485962,0.362644570121124,0.126320179514398,0.0048767916853939,0.333711774266604
"KDIvsHFD_KDI_EXvsHFD","Angptl8",NA,NA,NA,-1.33355005490831,0.0078114514639928,0.623750023313383,-1.38324950612384,0.00597142156746626,0.368665026836891
"KDIvsHFD_KDI_EXvsHFD","Arxes2",NA,NA,NA,0.803186896216493,7.08655654795759e-05,0.0591415663266349,0.942432775202918,3.11847841166433e-06,0.00265982220219493
"KDIvsHFD_KDI_EXvsHFD","Themis",NA,NA,NA,-2.76708205225863,0.00362567851057658,0.496524174657044,-3.0694826844567,0.00172061257352056,0.22577694929226
"KDIvsHFD_KDI_EXvsHFD","Ugt3a2",NA,NA,NA,-1.73286785020389,0.00454746016830013,0.53302364579446,-1.67026113585592,0.00621065166494056,0.374259269895983
"KDIvsHFD_KDI_EXvsHFD","Frmpd4",NA,NA,NA,-1.21831839207893,0.00664692356440219,0.591413418045353,-1.37320392201594,0.0027016126442196,0.273647175035685
"KDIvsHFD_KDI_EXvsHFD","Hcar1",NA,NA,NA,1.31210453674028,0.00783872788516876,0.623750023313383,2.06973653350886,2.70807552598062e-05,0.0150135707160366
"KDIvsHFD_KDI_EXvsHFD","Acot4",NA,NA,NA,1.36750589593395,0.000273404275794203,0.160777693121884,2.00180475553819,8.1812064795548e-08,0.000132418705344266
"KDIvsHFD_KDI_EXvsHFD","Mogat2",NA,NA,NA,-1.59946150152793,0.00433871186087619,0.518965214650428,-1.9624838463215,0.000565855426642193,0.111919496780209
"KDIvsHFD_KDI_EXvsHFD","Orm2",NA,NA,NA,-3.30060483153171,3.70703652719003e-05,0.0336276565666491,-3.29424193186405,4.10376704751421e-05,0.0197837256621033
"KDIvsHFD_KDI_EXvsHFD","Klk1",NA,NA,NA,-1.26876201013304,0.000609225705172213,0.26691656010377,-1.55083216544422,3.85756229026962e-05,0.0194421139429589
"KDIvsHFD_KDI_EXvsHFD","Mup3",NA,NA,NA,-3.81774123956311,4.40279436666545e-06,0.0070661462820083,-3.43394678225516,1.99563655214145e-05,0.013016245935379
"KDIvsHFD_KDI_EXvsHFD","Serpina1a",NA,NA,NA,-1.74975396128545,0.00373378828095606,0.496524174657044,-1.6487112357178,0.0061181333941458,0.37171431821528
"KDIvsHFD_KDI_EXvsHFD","Trabd2b",NA,NA,NA,-1.04144668311904,6.78392248389844e-06,0.0101099827645755,-0.79552219108539,0.000580752375226598,0.112971619938816
"KDIvsHFD_KDI_EXvsHFD","Arl14epl",NA,NA,NA,-1.49968100610097,0.00213702750698525,0.419069424739613,-1.46512594406993,0.00270487387785629,0.273647175035685
"KDIvsHFD_KDI_EXvsHFD","Gm13304",NA,NA,NA,30.0863918058224,7.01390714221896e-08,0.000209054512307509,32.4379240413668,5.69986335246447e-09,2.10666949507087e-05
"KDIvsHFD_KDI_EXvsHFD","Gm15912",NA,NA,NA,1.09731389925398,0.000616698805776404,0.26691656010377,1.15730882509777,0.000300228463036487,0.0729202078657425
"KDIvsHFD_KDI_EXvsHFD","BC035947",NA,NA,NA,1.55109928202546,0.00437027637719964,0.518965214650428,1.87310255193333,0.000543820901261504,0.110640112902524
"KDIvsHFD_KDI_EXvsHFD","Gm36927",NA,NA,NA,3.49190078485827,0.00253872176118054,0.445507393491324,5.17322644418403,5.80781782243628e-06,0.00444117820794299
"KDIvsHFD_KDI_EXvsHFD","Gm37115",NA,NA,NA,3.55474796749172,0.00132087554984501,NA,3.6541951532647,0.000935141867287517,NA
"KDIvsHFD_KDI_EXvsHFD","4931431B13Rik",NA,NA,NA,-5.16523676832768,0.00620930448123158,0.578352360251856,-5.13049013476479,0.00656559660768519,0.384165357182129
"KDIvsHFD_KDI_EXvsHFD","Gm48843",NA,NA,NA,-2.69476636947713,0.00899246560756914,NA,-2.65734901442095,0.00979645643278603,NA
"EXvsHFD_KDI_EXvsHFD","Dynlt1c",0.411439084847462,3.76277176003604e-05,0.225002111642387,NA,NA,NA,0.317410376392557,0.00157946501928724,0.218913851673211
"EXvsHFD_KDI_EXvsHFD","Ltbp1",0.413279661474419,0.00402070434881366,0.502321477567533,NA,NA,NA,0.383194918810514,0.00766247939206581,0.419614723730439
"EXvsHFD_KDI_EXvsHFD","Dennd2c",0.41377920190654,0.00192628928694143,0.403325737459319,NA,NA,NA,0.405605433633011,0.0024328446618248,0.259558734157673
"EXvsHFD_KDI_EXvsHFD","Cd34",0.501019304575496,0.000238802931031588,0.225002111642387,NA,NA,NA,0.402505885590853,0.00316475727608846,0.28061941787673
"EXvsHFD_KDI_EXvsHFD","Etnppl",-0.538021301802898,0.00382040803062845,0.497879920751385,NA,NA,NA,-0.555599138653028,0.00281841853106276,0.273647175035685
"EXvsHFD_KDI_EXvsHFD","Ascl1",1.33913465313782,0.008915878093964,0.594003078347698,NA,NA,NA,1.86853317438885,0.000208730462365206,0.0564488626025707
"EXvsHFD_KDI_EXvsHFD","Osbp2",0.317319738451677,0.00985781928772869,0.614057074980618,NA,NA,NA,0.323836513666723,0.00860092767347168,0.442992071411835
"EXvsHFD_KDI_EXvsHFD","Nova1",0.697625641130268,0.000234473814933381,0.225002111642387,NA,NA,NA,0.721757735091302,0.000141546771643998,0.0431403325986187
"EXvsHFD_KDI_EXvsHFD","Il15ra",0.587965472489926,0.0064821282643148,0.587314906704533,NA,NA,NA,0.864161870772946,6.13628550562028e-05,0.024741503158661
"EXvsHFD_KDI_EXvsHFD","Agpat4",-0.212310349670945,0.000710934925222087,0.342050456681852,NA,NA,NA,-0.187852969632371,0.00276536453498615,0.273647175035685
"EXvsHFD_KDI_EXvsHFD","Paox",0.29084349957919,0.00574041733502409,0.572126815075874,NA,NA,NA,0.353022089255926,0.000798453226040008,0.140632669166578
"EXvsHFD_KDI_EXvsHFD","Inpp5a",-0.159128640963811,0.00739168458573179,0.593723681848699,NA,NA,NA,-0.167119507866451,0.00494441899562094,0.333754411324063
"EXvsHFD_KDI_EXvsHFD","Sec16b",0.591457561525052,0.000789599484362713,0.35710426279788,NA,NA,NA,0.549352681390151,0.00184356354279118,0.229679017555827
"EXvsHFD_KDI_EXvsHFD","Nxnl1",0.962366128936609,0.00014091356252484,0.225002111642387,NA,NA,NA,0.982040899614928,0.000104686627916562,0.0357158563181181
"EXvsHFD_KDI_EXvsHFD","Larp6",0.468053199066228,0.00859257499850281,0.594003078347698,NA,NA,NA,0.506326739255731,0.00448536169848572,0.324896112885603
"EXvsHFD_KDI_EXvsHFD","Prdm8",1.02979590104003,0.000155208655938637,0.225002111642387,NA,NA,NA,1.02828221602634,0.000160772950046905,0.0469118544768443
"EXvsHFD_KDI_EXvsHFD","Hoxa9",0.358707502273993,0.00988443706243952,0.614057074980618,NA,NA,NA,0.364634819201744,0.00878171758262538,0.443093300042975
"EXvsHFD_KDI_EXvsHFD","Susd4",-0.54555903070843,0.000134236844200614,0.225002111642387,NA,NA,NA,-0.412845991377465,0.00377989405076911,0.300826834059011
"EXvsHFD_KDI_EXvsHFD","Rsad1",0.35808514336548,0.00776170447638727,0.593723681848699,NA,NA,NA,0.358953209148819,0.00768696672460411,0.419867423854238
"EXvsHFD_KDI_EXvsHFD","Mettl27",0.245289207711884,0.00788523571090861,0.593723681848699,NA,NA,NA,0.256438607607908,0.00554811091661868,0.350736198243948
"EXvsHFD_KDI_EXvsHFD","Bace2",-0.223469883887334,0.00281329196242138,0.454884231993139,NA,NA,NA,-0.237629806383334,0.00149707931517352,0.208800194297409
"EXvsHFD_KDI_EXvsHFD","Chrm3",0.726885396328724,0.000418700887877004,0.270516662216077,NA,NA,NA,0.857483118055014,3.036769209104e-05,0.0160341414240691
"EXvsHFD_KDI_EXvsHFD","Mlec",-0.282077718358729,0.00234680885554591,0.427970876213384,NA,NA,NA,-0.263926704520881,0.00441916561246132,0.323430417894198
"EXvsHFD_KDI_EXvsHFD","Vwa3b",0.845994093922239,0.00579388142450693,0.572126815075874,NA,NA,NA,0.846232445729829,0.00596091862248239,0.368665026836891
"EXvsHFD_KDI_EXvsHFD","Col8a2",-0.344267130884935,0.00369657656047679,0.497563605726558,NA,NA,NA,-0.306193650531182,0.00983238300220008,0.45807337280838
"EXvsHFD_KDI_EXvsHFD","Slc27a4",-0.200851942983078,0.00335150442967556,0.468524237628744,NA,NA,NA,-0.211185024658998,0.00205974830555714,0.245575152817393
"EXvsHFD_KDI_EXvsHFD","Gm10392",2.18474400397074,0.0043495014028424,0.528791802271372,NA,NA,NA,2.21016791174552,0.0039397725063771,0.306346101449493
"EXvsHFD_KDI_EXvsHFD","Gm20257",0.789038001319345,0.00137932998023591,0.372008857203626,NA,NA,NA,0.750119466204998,0.0024060049117513,0.259558734157673
"EXvsHFD_KDI_EXvsHFD","Gm42818",2.65488110890804,0.00841168298786608,0.594003078347698,NA,NA,NA,2.89124630732069,0.00381982870713548,0.301453812844969
"EXvsHFD_KDI_EXvsHFD","N4bp2os",0.533939046332015,0.00347799333997815,0.479338765079672,NA,NA,NA,0.534834882422853,0.00353098924272344,0.294372997919681
"EXvsHFD_KDI_EXvsHFD","Gm43279",2.58311890596403,0.00936735945117778,0.598373161778201,NA,NA,NA,2.79746193583891,0.00466227734006029,0.331380327862747
"KDI_EXvsHFD","Grasp",NA,NA,NA,NA,NA,NA,0.344144178788209,0.00555142521571184,0.350736198243948
"KDI_EXvsHFD","Ccl3",NA,NA,NA,NA,NA,NA,1.90250253567203,0.00363394953752852,0.294880408386401
"KDI_EXvsHFD","Hpn",NA,NA,NA,NA,NA,NA,1.3047230611504,0.000133306075833689,0.0416365568688435
"KDI_EXvsHFD","Cnn1",NA,NA,NA,NA,NA,NA,2.51842253351742,0.000114227019648079,0.0378074386226239
"KDI_EXvsHFD","Spag5",NA,NA,NA,NA,NA,NA,-1.20452589730992,0.00551448074749829,0.350736198243948
"KDI_EXvsHFD","Scin",NA,NA,NA,NA,NA,NA,0.891462856734529,0.00339866957684722,0.285488244455167
"KDI_EXvsHFD","Gnmt",NA,NA,NA,NA,NA,NA,1.15338034518678,0.00418683704890711,0.314736604734115
"KDI_EXvsHFD","Pla1a",NA,NA,NA,NA,NA,NA,0.820270386209542,0.00490148011838162,0.333711774266604
"KDI_EXvsHFD","Ebi3",NA,NA,NA,NA,NA,NA,1.2904581468619,0.00232728588085322,0.257272865707417
"KDI_EXvsHFD","Hck",NA,NA,NA,NA,NA,NA,1.0697606467392,0.00470536235516787,0.333302884612643
"KDI_EXvsHFD","Fcgrt",NA,NA,NA,NA,NA,NA,0.259910782656687,0.00608608487898688,0.370783017242893
"KDI_EXvsHFD","Inmt",NA,NA,NA,NA,NA,NA,0.913112043349646,0.00717921577770158,0.402316183607485
"KDI_EXvsHFD","Brinp2",NA,NA,NA,NA,NA,NA,-1.24207149035786,0.00747562292311133,0.412386601848052
"KDI_EXvsHFD","Ptpn6",NA,NA,NA,NA,NA,NA,0.896852211841183,0.00460180090034327,0.328133558733158
"KDI_EXvsHFD","Slc2a9",NA,NA,NA,NA,NA,NA,0.531780748005494,0.00895509696757153,0.446172377773029
"KDI_EXvsHFD","Spc25",NA,NA,NA,NA,NA,NA,-0.760264520356911,0.00421843252207842,0.314852077069562
"KDI_EXvsHFD","Dnah2",NA,NA,NA,NA,NA,NA,0.909502713927991,0.00131558535122344,0.197124464518452
"KDI_EXvsHFD","Hmox1",NA,NA,NA,NA,NA,NA,-0.335416103046762,0.00102564276789201,0.164816333483863
"KDI_EXvsHFD","Mthfd2",NA,NA,NA,NA,NA,NA,-0.433715483797095,0.00808752208143262,0.428811650071412
"KDI_EXvsHFD","Sqor",NA,NA,NA,NA,NA,NA,0.377686275058964,0.00635927237179246,0.378751492856135
"KDI_EXvsHFD","Gata6",NA,NA,NA,NA,NA,NA,1.21946795659538,0.00361821195164226,0.294880408386401
"KDI_EXvsHFD","Slc5a6",NA,NA,NA,NA,NA,NA,0.504874772264212,0.00267993810181727,0.273647175035685
"KDI_EXvsHFD","Pou2f2",NA,NA,NA,NA,NA,NA,1.23864230098178,0.0029829759806082,0.278835557495397
"KDI_EXvsHFD","Plin5",NA,NA,NA,NA,NA,NA,1.41548021483483,0.00119245354749899,0.182371378409224
"KDI_EXvsHFD","Tex22",NA,NA,NA,NA,NA,NA,-2.89407712516537,0.00830882853326726,0.435594755446182
"KDI_EXvsHFD","Myl2",NA,NA,NA,NA,NA,NA,-4.53831779272762,0.00117167332603864,0.180437692209951
"KDI_EXvsHFD","Gorasp2",NA,NA,NA,NA,NA,NA,-0.189594494668262,0.0032019392314513,0.28061941787673
"KDI_EXvsHFD","Castor2",NA,NA,NA,NA,NA,NA,-0.259346285262906,0.0071355392442452,0.402316183607485
"KDI_EXvsHFD","Cmah",NA,NA,NA,NA,NA,NA,0.838713137017635,0.00165337532888437,0.222213644202059
"KDI_EXvsHFD","Rab11fip4",NA,NA,NA,NA,NA,NA,-0.334941828941069,0.00810113084862493,0.428811650071412
"KDI_EXvsHFD","Mmp9",NA,NA,NA,NA,NA,NA,0.978848677980391,0.00490575570034781,0.333711774266604
"KDI_EXvsHFD","Cadps2",NA,NA,NA,NA,NA,NA,0.743476615309325,0.0049544604646715,0.333754411324063
"KDI_EXvsHFD","Cenpv",NA,NA,NA,NA,NA,NA,0.455995357917399,0.00300630985300987,0.278835557495397
"KDI_EXvsHFD","Sparc",NA,NA,NA,NA,NA,NA,-0.253158336728406,0.0044977952135588,0.324896112885603
"KDI_EXvsHFD","Irf1",NA,NA,NA,NA,NA,NA,0.428681186118196,0.000643459474258558,0.12301170087205
"KDI_EXvsHFD","Pkib",NA,NA,NA,NA,NA,NA,1.3992608900583,0.00384864798628267,0.301581688140652
"KDI_EXvsHFD","Nts",NA,NA,NA,NA,NA,NA,1.88817879708236,0.0028286648114009,0.273647175035685
"KDI_EXvsHFD","Myb",NA,NA,NA,NA,NA,NA,1.42313659974008,0.000109570747416415,0.0368157711319156
"KDI_EXvsHFD","Socs2",NA,NA,NA,NA,NA,NA,0.53631814357521,0.00285049140662172,0.273647175035685
"KDI_EXvsHFD","Elane",NA,NA,NA,NA,NA,NA,2.21383420213167,0.00357255342575401,0.294516523306769
"KDI_EXvsHFD","Pcsk4",NA,NA,NA,NA,NA,NA,0.7324282640116,0.00114753945621744,0.179210105500548
"KDI_EXvsHFD","Gfpt2",NA,NA,NA,NA,NA,NA,0.662150633077282,0.00148666887926981,0.208800194297409
"KDI_EXvsHFD","Srebf1",NA,NA,NA,NA,NA,NA,0.558583897790243,8.07196041539371e-05,0.0293448842904543
"KDI_EXvsHFD","Pik3cg",NA,NA,NA,NA,NA,NA,0.815055925205502,0.00549071770011776,0.350736198243948
"KDI_EXvsHFD","P2rx1",NA,NA,NA,NA,NA,NA,2.09121483761981,0.000414549412833682,0.0910202750396014
"KDI_EXvsHFD","Nr1d1",NA,NA,NA,NA,NA,NA,0.591636480914687,0.00219992637471589,0.248905955539284
"KDI_EXvsHFD","Net1",NA,NA,NA,NA,NA,NA,0.882944424434245,0.00226828682780486,0.254048124714144
"KDI_EXvsHFD","Acot2",NA,NA,NA,NA,NA,NA,0.293888678432869,0.00414611238323121,0.313802690138346
"KDI_EXvsHFD","Irf4",NA,NA,NA,NA,NA,NA,0.807412098367948,0.00475008271928476,0.333698335349249
"KDI_EXvsHFD","Sfxn1",NA,NA,NA,NA,NA,NA,0.864763879986287,0.000142011376249061,0.0431403325986187
"KDI_EXvsHFD","Bmp4",NA,NA,NA,NA,NA,NA,0.795480507182974,0.000594763137603174,0.114691020343374
"KDI_EXvsHFD","Tsc22d1",NA,NA,NA,NA,NA,NA,-0.316183117460602,0.00367004837277447,0.294880408386401
"KDI_EXvsHFD","Ephx2",NA,NA,NA,NA,NA,NA,0.58332325302702,0.00446165806782288,0.324399112498492
"KDI_EXvsHFD","Stmn4",NA,NA,NA,NA,NA,NA,1.31394552493247,0.00332638318010227,0.282076202404637
"KDI_EXvsHFD","Laptm4b",NA,NA,NA,NA,NA,NA,-0.155325775931243,0.00908941589955043,0.447926415529845
"KDI_EXvsHFD","Zfpm2",NA,NA,NA,NA,NA,NA,0.921332343363279,0.00974559336932745,0.45807337280838
"KDI_EXvsHFD","Rangap1",NA,NA,NA,NA,NA,NA,-0.152234926399941,0.00603792931342731,0.368862590783923
"KDI_EXvsHFD","Fgf12",NA,NA,NA,NA,NA,NA,-0.954737349537404,0.000785447836754258,0.140632669166578
"KDI_EXvsHFD","Slurp1",NA,NA,NA,NA,NA,NA,-1.53543253437501,0.00329129190793752,0.28072188211701
"KDI_EXvsHFD","Ehhadh",NA,NA,NA,NA,NA,NA,0.862262459286967,2.05786236474367e-05,0.0130386159430159
"KDI_EXvsHFD","Eif4a2",NA,NA,NA,NA,NA,NA,0.151843108570462,0.00169612593041634,0.223888622814957
"KDI_EXvsHFD","Csad",NA,NA,NA,NA,NA,NA,0.530397442257905,0.00167504732780019,0.223510158225462
"KDI_EXvsHFD","Vegfa",NA,NA,NA,NA,NA,NA,1.09183962942434,0.00091019257793893,0.151762636153186
"KDI_EXvsHFD","Pi16",NA,NA,NA,NA,NA,NA,1.3229444054751,0.00417283909456617,0.314736604734115
"KDI_EXvsHFD","Btnl2",NA,NA,NA,NA,NA,NA,0.792984902896372,0.00797218188045777,0.428811650071412
"KDI_EXvsHFD","Aif1",NA,NA,NA,NA,NA,NA,1.12147258408681,0.00315556665329735,0.28061941787673
"KDI_EXvsHFD","Lvrn",NA,NA,NA,NA,NA,NA,0.578028743505354,0.00211543535831812,0.248143160296528
"KDI_EXvsHFD","Rab27b",NA,NA,NA,NA,NA,NA,0.872144908398364,0.00920280944610162,0.449518727481827
"KDI_EXvsHFD","Lox",NA,NA,NA,NA,NA,NA,-0.537258917799929,2.62709629766127e-06,0.0025329777172581
"KDI_EXvsHFD","Cd6",NA,NA,NA,NA,NA,NA,-2.69529853764025,0.00140808640552311,0.201456284702455
"KDI_EXvsHFD","Rcl1",NA,NA,NA,NA,NA,NA,0.416625842046702,0.000119607069325018,0.0382254714883215
"KDI_EXvsHFD","Lgals12",NA,NA,NA,NA,NA,NA,1.35542756841851,0.000447152243898442,0.0962723122397267
"KDI_EXvsHFD","Pfkfb1",NA,NA,NA,NA,NA,NA,0.942393272726499,0.0045676124577116,0.327803798906836
"KDI_EXvsHFD","Cdh9",NA,NA,NA,NA,NA,NA,1.42851303812914,0.00168317985315891,0.223510158225462
"KDI_EXvsHFD","Baiap2",NA,NA,NA,NA,NA,NA,-0.250126457923332,0.00258955702215231,0.270877436430422
"KDI_EXvsHFD","Echs1",NA,NA,NA,NA,NA,NA,0.296555268907792,0.00927358736020181,0.450412686983008
