"Gene","log2FoldChange","pvalue"
"Gpr107",0.214797532709127,0.000376063275673573
"Tpd52l1",0.636968094371342,0.00575124731452781
"Trappc10",0.202903452526495,0.0041757330424917
"Tmprss2",0.894313644673604,0.00741894750735256
"Galnt1",0.304140291734003,0.00614171554422154
"Dynlt1c",-0.437840408532108,2.28564075775974e-05
"Rab5b",0.226778197365091,0.00527439577909214
"Dnajc5",0.170514055291111,0.00584052142213237
"Heatr6",0.168599347475325,0.00538819576138291
"B9d1",-0.353634278544816,0.00239909672932824
"Luzp1",0.358208170974936,0.00576367598569738
"Kctd10",0.227010717005506,0.00321801412482603
"Snrnp27",-0.464199486871437,0.00581375535358105
"Gramd1a",-0.335460207558964,0.00860865447955478
"Rrp15",-0.281530182876528,0.00100299806598432
"Tmem79",-1.06696709361232,0.003892749444046
"Jup",0.407037450338464,0.00694610770082979
"Ergic1",0.331072868403202,0.0043982401612789
"Stk38l",0.234415039801591,0.00847211215043179
"Ddx18",-0.203143979856615,0.00139439865791193
"Smo",0.2717313623074,0.00252149048802556
"Folh1",0.570878230642586,0.00682528039019353
"Nup214",0.282897339768375,0.00229930758649203
"Trmt1",-0.244797017495716,0.00448205405877269
"Nacc1",0.217711931623271,0.00524648735178131
"Uba1",0.318316120125652,0.0032354705970923
"Vsig2",-0.702068334409008,0.00940899227116736
"Cd3g",-1.5054990206831,0.000194672014009345
"Supt6",0.328861202601417,0.00129732922030825
"Stat6",0.201206200036054,0.000111001828240533
"Ciao3",-0.252527889175862,0.00322871042169453
"Tiam1",0.377642333926128,0.00049255609114895
"Golga2",0.172832433694163,0.00407139345551268
"Ykt6",0.108898759739635,0.00638648669980289
"Timm44",-0.22125393125419,0.00332035159661522
"Ap2a2",0.247971132658942,0.000120133900529729
"Grk5",0.490198318705069,0.00252462913106846
"Glg1",0.260963250762228,0.00245777949424199
"Supt5",0.184195388547062,0.00579542195483739
"Dusp3",0.250977490226708,0.00212048910002542
"Snrnp200",0.397574774592683,0.00485244287888719
"Kpna6",0.335568072125989,0.00147599699944459
"Syce2",-0.578553928504091,0.00059580689505109
"Brinp2",1.30193969758185,0.00745123625965202
"Ppan",-0.527096573610221,4.87865516174829e-05
"Ikbkg",0.242980544178224,0.00457323021301797
"Atn1",0.319134992675003,0.00134555773546248
"Emg1",-0.326597443316755,0.00118021837169972
"Arhgef18",0.264319609042968,0.00427898207037647
"Cnn2",0.201777287896789,0.00183186276321051
"Hdac9",0.755575567021364,0.00597789096013718
"Ulk2",0.214184848242653,0.00601644812213934
"Pou1f1",-1.95556059575313,0.00367335874309213
"Plod3",0.270257926571954,0.000422701631634952
"Srpk1",-0.192954474678044,0.00987090547262176
"Rrnad1",-0.403897304391578,0.00679984713892997
"Ubqln1",0.17583073443392,0.000971313488876147
"Tbl2",0.202773594589359,0.00206397182128455
"Mprip",0.183303099528955,0.00187166973616176
"Cic",0.254962908243336,0.00695158482811085
"Ddx39",-0.354460894347399,0.000425559130365038
"Adcy9",0.708722404158891,0.00276582887652975
"Pcyt1a",0.203485949691597,0.00532534996774258
"Bcas2",-0.29340168832475,1.18002387155679e-05
"Reep5",0.166552602265239,0.00298373883366929
"Ncoa2",0.301158654961317,0.0020304509247259
"Itgae",-0.550678966592801,0.0017669221365259
"Osgep",-0.20920074414425,0.00738426758330219
"Susd2",0.662872843692917,0.00732832194775285
"Cdk4",-0.165431159412529,0.0095926703864495
"Ctnnb1",0.276938177935759,0.00401952358745922
"Lsm2",-0.324261893494509,0.00639011574392779
"Dus3l",-0.373051583432779,0.00657994296978323
"Hipk1",0.258292101333977,0.00548937207988727
"Hdac5",0.201455675245391,0.000528294520313407
"Nf2",0.254436656552353,0.001466119220006
"Dmap1",-0.192879259554135,0.00799348840135104
"Bcr",0.355568934797526,0.00145188059488908
"Ifrd2",-0.352082441843479,0.00496855285810023
"2610507B11Rik",0.335625605231706,0.00822248075090084
"Ifi35",-0.242823171285471,0.00644893326437487
"Kansl3",0.132431080940175,0.0079038937640313
"Rbm25",-0.543656519083615,0.00627540642103969
"Ttll5",0.317699692480912,0.000880649123967929
"Amotl1",0.328479765501525,0.00335130510831717
"Slc41a1",0.252941373340097,0.00533399614915229
"Med16",0.286553495137381,0.00239369644785343
"Anapc1",0.257418595324774,0.00493022527476449
"Rbsn",0.222892385116278,0.000801570706156105
"Tbp",-0.193727428617974,0.00180898550206933
"Tsen15",-0.314348732835432,0.00380489455760269
"Hivep2",0.419293851023973,0.00644655845230021
"Gata3",-0.888767203239684,0.00722363735263247
"Lama5",0.377548688677687,0.00126404657096364
"Mrpl32",-0.250253438743135,0.00688680925675343
"Ppfibp1",0.275501381118359,0.00887307147068411
"Gtf3a",-0.21800966646831,0.00787664524034122
"Lnx2",0.347701204395249,0.00406272613882706
"Srsf6",-0.241267263113045,0.00880397342853645
"Timp2",0.249508632575305,0.00621060004497838
"Rab11fip4",0.605047240684159,4.54734100032514e-06
"Mlx",-0.215001683290007,0.00740731033364282
"Ppp2r5c",0.147550845359765,0.00327493732468332
"Mtmr4",0.208066467880793,0.00040444112308246
"Wnt9b",2.46664128888912,0.00256901082076312
"Pip4k2b",0.314550494517224,3.67677331310997e-05
"Dync1h1",0.408888335140923,0.00133894586282346
"Ndel1",0.182173208578924,0.00512982461207957
"Zbtb4",0.234867884744613,0.00228265102231279
"Mrpl58",-0.330459670713329,0.00785800921539648
"Mrpl45",-0.227236283710041,0.00865538716309759
"Arrb1",0.422503220147431,0.0020881670848975
"Med11",-0.350790770510402,0.000874119288034419
"Dalrd3",-0.473802307491508,0.000469200304659934
"Rab3d",0.349645620099649,0.00657993340865152
"Hars2",-0.148294795110758,0.00764051904910397
"Atp6v0a1",0.319099787466188,0.000976554175534063
"Noxo1",-0.530536172506895,0.00223749351691196
"Mrpl24",-0.26308375861708,0.00610167553785632
"Slc35e1",0.310880091817999,2.69675483314007e-05
"Krt10",-0.508302199552262,0.00476481394429306
"Rgs17",-0.7071266760246,0.0036528064684314
"Rwdd1",-0.30845569897479,0.00281595324795473
"Mtres1",-0.346498325995993,0.00499474098408842
"Sec63",0.249193471663074,0.00498135151867243
"Utrn",0.438977901064439,0.00295536727653145
"Fam184a",0.319944532694163,0.00764774164942354
"Ptprk",0.992310776493326,0.000721929343724568
"Epb41l2",0.217422006284632,0.00415081283987016
"Unc5b",0.638886130853471,0.00567486578568278
"Slc29a3",0.251639334153205,0.00308006712329662
"Cand1",0.211563098714303,0.00868951162414866
"Slc1a4",0.522920161579215,0.00299613427894574
"Frs2",0.251538967020225,0.00493262768504263
"Yeats4",-0.200150505667668,0.00559358960061425
"Wif1",-3.11221740446328,0.000284066845835849
"Fbxw11",0.193240838756135,0.00498372223000159
"Sptbn1",0.357381160534895,0.00112532036618879
"Sgcd",0.856704338218032,0.000554568733479997
"Rad50",0.222296323568945,0.00206651975103736
