"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Itgb2",487.22375645218,-0.919412797544723,0.305144001195733,-3.01304562417064,0.00258640030476124,0.445507393491324
"Fap",974.324215250913,-0.436338645410451,0.135654263447776,-3.21654944209279,0.00129742176032295,0.36092543476504
"Dnmt3l",4.98619212215679,-1.85435434804319,0.669664911126346,-2.76907796307298,0.00562151817061519,0.57100995386719
"Tat",10.6268595337425,-1.7877209740859,0.569475591960286,-3.13924073186717,0.00169386232182143,0.377616407302121
"Folh1",383.240881680618,-0.548487651552001,0.203238132839253,-2.69874380309238,0.00696017354189306,0.597601073160727
"Peg3",4026.40509167793,0.842818492485902,0.257662939010763,3.2710117167867,0.00107163470401511,0.343978253301097
"Ykt6",3164.66865310276,-0.125887652530355,0.0384770091442224,-3.27176293922673,0.0010687915239975,0.343978253301097
"Slc2a3",242.233957707787,0.3801547662597,0.139321412058875,2.72861694869309,0.00636005339069169,0.584564554816702
"Grk5",1788.81375907192,-0.416977580122403,0.156343730671503,-2.66705660873939,0.00765187820582049,0.623750023313383
"Ier3",452.134251506628,0.329465352577103,0.115310195437448,2.85720921144243,0.00427384037197291,0.51842677628397
"Il7r",51.3539077961808,-1.57079252187221,0.503810051705706,-3.11782688049616,0.00182189786455116,0.387878337204034
"Cnn2",2179.26211652296,-0.362810375967454,0.0625040282239484,-5.8045919003416,6.45229634828893e-09,4.28938820624364e-05
"Plod3",2741.9403597349,-0.196495476542056,0.0738118833226457,-2.66211167764324,0.00776521103087974,0.623750023313383
"Matk",50.664595002744,-0.819227173945056,0.255400014279,-3.2076238376797,0.00133836425897846,0.362644570121124
"Bcas2",1313.77118496648,0.178913547300569,0.0646845817176831,2.76593807286936,0.00567593122956917,0.57100995386719
"Spo11",2.41651552063003,-2.83683958661585,0.99501199831066,-2.85106068211465,0.00435736528567173,0.518965214650428
"Susd2",583.888222115955,-0.621617404817024,0.238122544666556,-2.61049370897442,0.00904116348718546,0.657423676204443
"Hfe",1256.60133100647,-0.4148203851016,0.150725304379985,-2.75216153523776,0.00592033099781093,0.57100995386719
"Dio2",33.3904623338526,-1.32634838280592,0.502703480672336,-2.638430871877,0.00832906798641246,0.63845101057978
"Ctsd",20266.0460811497,-0.464744828309725,0.174888122580964,-2.65738359730275,0.00787497804972141,0.623750023313383
"Elavl2",41.4693025504862,0.738818782573916,0.229096495214925,3.22492398620414,0.00126006120537951,0.36092543476504
"Ccl8",55.2668502920983,-2.10893403302892,0.680705783947107,-3.09815794541976,0.00194727616616843,0.398313430695473
"Bnip2",3737.78667158883,-0.142826838060438,0.0518572876471569,-2.75422885655433,0.00588306143720121,0.57100995386719
"Kif11",49.978164437589,-0.843504357982272,0.322663442115734,-2.6141925234893,0.00894386228593409,0.657423676204443
"Aldh1a2",86.4369320200448,-1.32970613525077,0.45785246100845,-2.90422406449887,0.00368164574055426,0.496524174657044
"Gata3",14.3229561533638,0.887388049587445,0.320648642667033,2.76747795408236,0.00564918661183371,0.57100995386719
"Cd5l",2.11677786549363,-3.47957108243921,1.20829434780005,-2.87973794528998,0.00398005837210585,NA
"Rhbdl3",194.226836105677,-0.493257971861612,0.129114568896544,-3.82031227054513,0.000133282819545996,0.0993147409645597
"Ada",23.7480409480209,-0.825784296079996,0.286798621120714,-2.87931752549265,0.0039853685346257,0.497371620399954
"Cd68",637.099672218677,-0.945724441672932,0.319858404787901,-2.95669717448895,0.00310953345836166,0.486704289933795
"Plod1",2716.46884511794,-0.239177347413405,0.0711023007762103,-3.36384821310072,0.000768638041869125,0.286372573313525
"Ccl9",970.359556783263,-1.01630948215623,0.337547476793252,-3.01086381036326,0.00260505665289213,0.445507393491324
"Rab32",642.369466519747,-0.407643831408042,0.130436919727308,-3.12521816875362,0.00177673232312611,0.382162300924774
"Cabcoco1",7.34143454662264,1.22422861146815,0.397510981346826,3.07973532534946,0.00207184622935955,0.4156442281669
"Vnn3",159.243672015201,1.32197132481408,0.457086697511471,2.89216757348513,0.003825938231618,0.496524174657044
"Ddit4",2859.67061878177,-0.719407474924714,0.276734027091626,-2.5996350448314,0.00933229510213991,0.666811660996737
"Slc1a4",266.648020272024,-0.472848470046046,0.169525149508231,-2.78925263548042,0.00528298365754518,0.566433349992229
"Dock2",308.954669469235,-0.87825746741255,0.339719717481381,-2.58524136874888,0.00973108484997476,0.674516127275327
"Pfkl",1704.22421340047,-0.424920608722775,0.15285624894566,-2.77987070632509,0.00543805453014369,0.570458720441166
"Shc2",152.027403948571,-0.546096606941617,0.17424990476415,-3.13398510995324,0.00172449606546772,0.377616407302121
"Hmmr",25.7258832705157,-1.43104349214787,0.524008506223891,-2.73095469854154,0.00631511515811084,0.584564554816702
"Mrc2",2211.56125901539,-1.065692276283,0.277639143541848,-3.83840787969572,0.000123834656149621,0.0956920839224333
"Pimreg",19.840322113917,-1.38729932891598,0.525229978163339,-2.64131787330035,0.00825841954547919,0.635806883383313
"Serpina3n",5109.57907817016,-0.748110132597328,0.168329419834925,-4.44432193333153,8.81694973893173e-06,0.011497302459567
"Rab3c",37.0382749396876,0.802779270564394,0.269261602523829,2.98141013438168,0.00286924243531933,0.472147325992803
"Slc4a7",661.558017748207,-0.582059483992583,0.210591548720526,-2.76392612870248,0.00571104670005299,0.57100995386719
"Nr1d2",4561.40179044324,0.323532237127508,0.119252574072168,2.71300003077265,0.00666771003801314,0.591413418045353
"Nefl",671.807931451079,0.628939660078784,0.2341385919385,2.68618536940713,0.00722729799477723,0.610487228190413
