"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Cdh4",382.815966216984,0.511611396250773,0.146905084741375,3.48259828549475,0.000496572900268592,1
"Foxm1",45.7792209456925,0.376223817280539,0.142163132393118,2.64642323890405,0.00813479652978193,1
"Tmem39a",229.303997799487,-0.197719031391633,0.0753267294855097,-2.62481900836632,0.00866950376115051,1
"Etv3",1032.3531936194,-0.142215175157318,0.051046578011245,-2.78598841877294,0.00533647782662619,1
"Gab2",753.442654950221,0.15346255177683,0.0567818626808871,2.70266850242808,0.00687853096921868,1
"Arid3b",131.06266753369,-0.313235819881124,0.103961600672622,-3.0129953545782,0.00258682877362099,1
"Trh",32.603014122363,2.51202059251776,0.974514461224076,2.57771504936154,0.00994559746584459,1
"Kif3a",4395.47839025727,0.103807644793518,0.0376845352728376,2.75464839998546,0.0058755237931852,1
"Slc6a8",2806.06210756342,-0.0953236943843198,0.0359852701508347,-2.64896425634055,0.0080738870381209,1
"Rwdd1",1065.61259792928,0.231844913833139,0.0821388649900557,2.82259699913321,0.00476364093651481,1
"Jade2",1964.00782472203,-0.137923961303204,0.0527865417988404,-2.6128622297101,0.00897874884006774,1
"Ern1",479.290608258429,-0.225425286421477,0.0855471820989893,-2.63509891138939,0.00841127683955819,1
"Fos",190.05252100843,-0.735310130705508,0.275782350980253,-2.66626971628855,0.00766981320698333,1
"Cdadc1",1646.68948998157,0.0975408277980064,0.0356919768088131,2.73285025148626,0.00627888724453812,1
"Zc3h13",3575.0516847386,0.0910729621082404,0.0314821409314519,2.89284525809536,0.00381769333754355,1
"Uchl3",631.662263566159,0.194535803768817,0.063893031345834,3.04471081855316,0.00232904134124442,1
"Slc38a2",4038.5129329161,-0.199912116446664,0.0629785456334841,-3.17428918746538,0.00150203957273955,1
"Txndc11",804.828256306937,-0.124098839253689,0.0456532439394662,-2.71829181335366,0.00656199362730592,1
"4930562C15Rik",5.49432389075893,-1.23266814135149,0.415660341980422,-2.965565912491,0.00302126596642439,1
"Arc",1857.53433788706,-0.700888512387786,0.171479394752531,-4.08730456157293,4.36414044986473e-05,0.519943693196884
"Nr4a1",1143.66132549602,-0.440027550038859,0.127694462432951,-3.44594073740595,0.000569075143560406,1
"Abcg1",2212.1443462828,-0.0963865193037182,0.0372594879900498,-2.58689865328956,0.00968440717630921,1
"Sik1",257.836685696358,-0.378209333449331,0.13703074782782,-2.76003261636253,0.00577955910009871,1
"Dnase1l2",80.844852091406,-0.655260343644897,0.207286870529514,-3.16112806359147,0.0015715938547318,1
"Dusp1",343.711996451314,-0.294265825038058,0.102394893300399,-2.87383301601537,0.00405523306311213,1
"Zscan30",88.699333069193,-0.33147654067882,0.118071350049326,-2.80742568404902,0.00499392011304711,1
"Cidea",170.476601632232,0.301816655583889,0.105923422485534,2.84938541921744,0.00438037805261966,1
"Eif5b",4144.83754932714,0.175037156332983,0.0648441906581284,2.69934985010167,0.00694750984467281,1
"Wnt10a",71.562195781569,-0.508257077718738,0.184416648365659,-2.75602599994645,0.00585083459737858,1
"Speg",3982.93688549067,-0.129570229190761,0.047896252850023,-2.70522684930037,0.00682577587041299,1
"Rnpepl1",826.86158244667,-0.137827756691382,0.0527817214875058,-2.61127816234655,0.00902044900152334,1
"Ncf2",99.006379853107,0.320016119801627,0.105240670320497,3.0408027507527,0.00235948348145407,1
"Suv39h2",166.075236297347,-0.215265930742373,0.0745300136624409,-2.88831197210494,0.00387315516110586,1
"Exosc9",957.279193334115,0.164743062965955,0.063331312142285,2.60128927371393,0.00928741036393117,1
"Ifi44",20.5457967328877,0.751817413258108,0.28357852492231,2.65117894052124,0.0080211332685921,1
"Aldh4a1",750.851509969397,-0.135307906754902,0.0495160436787176,-2.73260738747305,0.00628351840248387,1
"Espn",148.140407382309,-0.354127424008641,0.11585522880504,-3.05663738841311,0.00223834875751061,1
"Tacr1",53.6952356816211,0.678337434888932,0.247226849452315,2.74378546016204,0.0060735216659186,1
"Vgll4",572.627885160026,-0.168634576861555,0.0605435486501116,-2.7853434531252,0.00534710525739868,1
"Plpbp",2168.52113655867,-0.0964607058824435,0.0351943660498457,-2.74079964235828,0.00612898686665935,1
"Ednra",149.847232113358,0.29244219907637,0.104812656354153,2.79014204246702,0.00526849221678377,1
"Ankrd49",432.354057872283,0.191808464142886,0.0743785609773197,2.57881386279273,0.0099140191301441,1
"Zw10",556.285826486306,-0.130900750907417,0.0502824446071218,-2.60330920523456,0.00923286417468317,1
"Usp4",2874.25739603426,-0.0685045792461103,0.0264791207286117,-2.58711684380397,0.0096782766983733,1
"Tmem87a",1272.22628067037,0.101186234136651,0.0359243101088182,2.8166507256548,0.00485272669821387,1
"Tmem109",838.027939494114,-0.131247829370258,0.045137736841565,-2.90771843149652,0.00364075983036169,1
"Hrob",14.4361383835104,0.751484208672546,0.27918954376987,2.69166315659722,0.00710967128993182,1
"Gm49322",95.0965734343421,-0.50835560394354,0.135639950051103,-3.74783095800326,0.000178370396551971,0.850041961808075
"Tdp2",554.07975835336,0.12815800034613,0.0477317762312345,2.68496189467734,0.00725380758060382,1
"Greb1",17.3524437871308,0.868065019174406,0.308593592216328,2.81297162698661,0.00490859821138084,1
"Akap14",14.5002191212449,0.833743740308346,0.314531696410845,2.65074633120377,0.00803141370074722,1
"Nmur2",3.02076767638046,1.95192432783366,0.629979294757016,3.09839441403629,0.00194572288974132,1
"Chchd5",161.083433261543,0.248995124466245,0.0933505132350787,2.66731393151761,0.00764602141814606,1
"Spon1",2985.12640454736,0.152659528788455,0.0556099002387078,2.74518616528995,0.00604765800203445,1
"Egr1",2519.8786791887,-0.40175650488402,0.137864494107163,-2.91414049343068,0.00356669351531973,1
